"Rc/Ra" "d37Cl" "d81Br"
0.533477321814255 0.333333333333333 0.475225225225225
0.498920086393089 0.452991452991453 0.509009009009009
0.539956803455724 0.49002849002849 0.540540540540541
NA 0.495726495726496 0.47972972972973
0.496760259179266 0.438746438746439 0.497747747747748
0.470122390208783 0.515669515669516 0.538288288288288
0.564434845212383 0.487179487179487 0.506756756756757
0.511159107271418 0.455840455840456 0.493243243243243
0.566594672426206 0.495726495726496 0.486486486486487
0.508279337652988 0.50997150997151 0.578828828828829
0.527717782577394 0.538461538461538 0.439189189189189
0.377249820014399 0.413105413105413 0.412162162162162
0.550755939524838 0.498575498575499 0.536036036036036
0.555795536357091 0.581196581196581 0.513513513513514
0.527717782577394 0.43019943019943 0.486486486486487
0.563714902807775 0.512820512820513 0.540540540540541
0.552915766738661 0.623931623931624 0.47972972972973
0.587473002159827 0.615384615384615 0.547297297297297
0.505399568034557 0.487179487179487 0.497747747747748
0.558675305975522 0.461538461538462 0.522522522522523
0.485241180705544 0.504273504273504 0.427927927927928
NA 0.492877492877493 0.52027027027027
0.622750179985601 0.646723646723647 0.518018018018018
0.57451403887689 0.444444444444444 0.592342342342342
0.555075593952484 0.401709401709402 0.524774774774775
0.336213102951764 0.441595441595442 0.443693693693694
0.334053275737941 0.504273504273504 0.547297297297297
0.336213102951764 0.43019943019943 0.515765765765766
0.44996400287977 0.418803418803419 0.472972972972973
NA 0.538461538461538 0.47972972972973
0.569474442044636 0.498575498575499 0.436936936936937
0.46508279337653 0.458689458689459 0.547297297297297
0.53203743700504 0.39031339031339 0.333333333333333
0.38588912886969 0.52991452991453 0.486486486486487
0.352771778257739 0.501424501424501 0.470720720720721
0.452123830093593 0.49002849002849 0.518018018018018
0.333333333333333 0.527065527065527 0.495495495495496
0.430525557955364 0.433048433048433 0.518018018018018
0.573074154067675 0.45014245014245 0.558558558558559
0.558675305975522 0.481481481481481 0.466216216216216
0.551475881929446 0.478632478632479 0.504504504504505
0.542116630669547 0.552706552706553 0.509009009009009
0.517638588912887 0.444444444444444 0.450450450450451
0.570194384449244 0.452991452991453 0.527027027027027
0.366450683945284 0.512820512820513 0.490990990990991
0.52267818574514 0.487179487179487 0.463963963963964
0.543556515478762 0.452991452991453 0.533783783783784
NA 0.487179487179487 0.666666666666667
0.474442044636429 0.575498575498575 0.45945945945946
0.547876169906408 0.455840455840456 0.565315315315315
0.666666666666667 0.507122507122507 0.511261261261261
0.571634269258459 0.58974358974359 0.527027027027027
0.526277897768179 0.586894586894587 0.54954954954955
0.570194384449244 0.504273504273504 0.567567567567568
0.566594672426206 0.458689458689459 NA
0.52267818574514 0.478632478632479 0.551801801801802
0.56227501799856 0.566951566951567 0.576576576576577
0.417566594672426 0.475783475783476 0.547297297297297
0.598272138228942 0.492877492877493 0.61036036036036
0.61699064074874 0.58974358974359 0.596846846846847
0.633549316054716 0.603988603988604 0.563063063063063
0.566594672426206 0.586894586894587 0.594594594594595
0.626349892008639 0.575498575498575 NA
0.613390928725702 0.623931623931624 0.583333333333333
0.508279337652988 0.584045584045584 0.581081081081081
NA 0.666666666666667 0.542792792792793
0.639308855291577 0.658119658119658 0.371621621621622
0.612670986321094 0.623931623931624 0.583333333333333
0.578833693304536 NA NA
0.570194384449244 0.643874643874644 0.531531531531532
0.516198704103672 0.407407407407407 0.511261261261261
0.534197264218862 NA NA
0.529877609791217 0.461538461538462 0.434684684684685
0.529877609791217 NA NA
0.439164866810655 0.367521367521367 0.475225225225225
0.478761699064075 NA NA
0.527717782577394 0.475783475783476 0.5
0.547876169906408 NA NA
