"Li" "Na" "Mg" "K" "Ca" "Mn" "Fe" "Cu"
3643.30817238187 39779.9193770248 30987.7753451674 16856.0794541034 23534.822214264 75 720.254503750409 228.630596059437
3999.48461759343 20768.420424724 33851.9925696575 4050 37624.6275765577 500 200 470
15994.4374681017 21473.2821173542 23867.645234291 2500 19089.0518794483 315 1584.86056164647 1529.22188403373
2150 23422.4564482127 30001.4356920393 950 29904.1969916392 1200 4713.48635524981 1200
5843.78930711099 18688.803947998 35822.2818214118 8051.25887311901 31276.2823982223 115 1488.75047032301 100
8952.01631426352 22710.6339929236 24182.6628982793 9525.16274313138 35980.2443873209 140 2818.23310982708 929.726779452619
1704.40848854605 11160.0176579322 29310.261987981 7052.86326101954 61432.5184567502 260 110 240
6555.48637918471 14136.655996645 46043.1534806339 6989.24380528639 14170.942675065 320 3015.30248326413 295
75 139283.355085037 2945.07354256744 3365.08565707675 1321.54458327844 36 194.375438940537 159.45499376445
2300 57303.5292032814 12761.863546434 14000 21278.9592125147 1400 8891.31539152011 650
2977.07344544983 59032.348562815 20457.7203737207 43844.987498875 8893.33609212392 188.867371065513 5370.74786535315 304.444633001188
2122.22911067893 57658.6722502218 37269.5271936376 6849.50693390331 7367.18134188505 75 698.116702108832 107.5557590296
2137.9167207197 69877.4947556458 14250.7414141527 34955.4613023238 18464.5369071344 290 2210.21631513712 395.883185882421
1562.19726566808 78235.0874521717 9864.40435950317 9786.26052939124 34795.4677358702 115 813.126412796593 98.1417481039514
200 100145.284917886 4099.37688374077 35883.5354724827 15712.8395036861 145 315.710610081602 297.307179483966
2769.54999209298 68049.9141691585 19159.0787977925 5369.83578666187 27357.3862128732 85 203.038229036479 74.3710235065935
600 43340.6115175816 33467.6528600255 10314.399597375 23979.1941596693 405 3970.88508438422 140
1222.32535655127 69877.5629760613 29437.0846295057 2550 12974.1124372995 300 231.270669122599 110
238.255830619455 77862.4386891196 9664.36725831991 8860.09466312117 39883.5714598721 235.232406387997 410.599837446267 19.5
206.18870984702 49144.5831613425 17214.2849991873 8514.87114426916 51423.6149895057 135.101025266205 2310.01692315456 4.9
240.490630452337 19938.2491660821 31236.9006194944 8884.98119535538 53282.9967644307 184.360092259767 1870.29246614975 9
806.942784640725 124202.835859463 9626.96925486228 4578.8491713662 636.07937400636 283.536945812269 418.486067227152 45
2797.5844769674 82759.4036968229 6259.43237232393 7283.51143312009 34240.0786382911 275 737.242516695701 145
3166.29904687821 120082.264246239 587.431757047599 5489.12063399569 11001.2573973783 135 1412.44671393236 75
2287.29659673427 86819.322027582 14387.0771459834 1800 21110.3535228233 145 467.697200348634 80
90 58615.9904385078 10026.2103632698 28207.0288275799 46940.4457441814 105 1501.22257020578 340.061697730447
23 122302.907974907 8377.5044852086 1446.13582004113 8487.76388578297 15.5 283.147984762781 8.5
3922.7321412002 68656.2606967445 18383.1820935315 23138.49283204 14894.4791831147 250 1490.79917723151 95
261.013185059165 13802.1020759122 16538.8398785033 13834.8095375092 79930.7469383382 366.930834940573 2191.35154883737 14.5
5632.05051906561 50543.6448019836 11171.5986764583 45995.8856284441 17167.4676205335 2200 7260.88540432699 850
1150 48293.5156342633 8304.89717805609 41036.0363658888 39619.2455769193 800 5638.71943258728 1354.23479313172
1242.69503913121 67146.6864226424 17864.19541511 2000 35333.4962506537 1850 307.668608278283 135
7629.45572037706 89321.6253987932 10507.3890901763 13100.5769378109 4649.12745081863 1550 1622.66481295228 226.497988936097
2106.93264975951 81473.2911357396 19017.9728993362 11407.4560925918 11886.0714794363 270 3999.96774927929 185
950 72226.2826278649 1680.55324875335 21244.2570878011 45810.5556772966 500 1119.60448587392 300
1537.07743873145 80245.3789032872 1354.14322501026 5232.04277248108 49896.1317687373 130 332.641777311656 85
1482.89397557179 63706.0868811346 15888.4831575302 16282.8810759081 34202.9893415686 110 1019.35748503261 70
833.553799587777 48266.4916301046 1816.50523760931 41437.576609733 58226.0342949392 105 3499.39396096398 45.5
3591.99446189125 74257.822953961 6302.44379936558 51625.3027442376 16899.529295275 160 1127.23445762781 70
5268.69990466402 67258.1497368546 20289.9242905537 9148.46310773205 16904.8205308576 275 393.009687176093 125
1850 38364.1533167127 5987.75734995633 32896.827588434 54081.8012003009 1600 480 1796.97487315616
518.986243041508 131504.078262258 6290.11510240895 2174.78396118242 1721.88218299826 50 857.542636203722 100.182596663398
105.151127521798 32207.5294321998 1685.49711881922 3233.19240561715 96165.3364828817 600.229980060028 70.498645163833 23.5
1683.37291370995 63378.8242734333 6470.22657073355 14283.3341092206 50729.7810559925 145 758.915927741593 150.042443414276
1438.99157718328 58518.8578032145 26694.3616112898 5641.79228124429 27062.4580041579 85 136.8822516844 123.015598389791
1563.87600866384 48927.391325013 11867.9642699682 9882.15518514109 56977.9775887263 235 467.379490913744 120
1889.13934519229 33083.3828344921 31316.7817010239 9759.21819729182 35942.0340428351 115 2772.86733841239 187.233183753305
796.268520428066 66072.5176980932 12778.4292282546 9395.73840414519 42941.9907085528 86.5265992966379 1029.94995820891 19.9914579332
3867.1604376024 38274.0142406062 24361.3359221291 15145.5689509572 34181.130911035 67.5173110775961 3784.47335121604 58.8354473791017
227.52000567387 25029.7682824878 26256.8049532001 9280.66969140418 56887.7610326823 80.9019231978738 1978.4425021211 148.306734738782
2719.48003937348 63287.5253894048 18885.4267246362 5695.16236566328 25433.5971588937 85.8800949345411 9685.39068419108 60.0964448633567
544.203023776766 35337.4229739767 26928.175021401 10535.0697358149 45354.3389219315 60.4639895224584 2293.61106259148 6.5
546.692364308695 58168.9489655972 18010.3419733167 13232.9155495935 40277.7488984581 18.5 534.960129870129 15.5
229.398650846169 19487.513894994 21772.0927987798 16707.0702676917 64684.0260123864 166.770613249995 3074.58945613457 3.1304937165011
571.904725169827 14145.8135258717 30058.6542468877 12714.0141214843 57561.0200782227 43.1242609672299 1717.26890913372 10.5
2355.45177843142 52905.1990040437 23678.7698332963 5173.67224294321 34184.2253255771 52.6372328827714 615.932999684647 180.863253938777
1155.00315227491 56407.6287134222 14289.6930754205 22928.445453503 40626.0347042853 219.732656840086 745.570121993598 3.95
656.577692040037 75377.8768436295 10662.0119438576 8321.91436990477 39931.4771242523 55 234.309631351583 47.5
1086.17438289483 46584.5078117506 29022.953771099 12637.6763406641 30472.4828634847 41 858.719776878493 37
657.750133327019 45086.251934928 26897.3904441618 6623.59991675321 40309.3016377499 79.0801533468444 94.15452754078 9.5
777.990195799762 41538.9117081393 24719.1426176717 20500.2912469445 31236.8590303487 114.873574656354 11334.3157663689 114.436696127861
3547.71139179943 21230.4716397321 37757.3355596047 7119.82502795269 31244.2540424246 140 4047.86270805966 233.904777527698
224.467934756617 64079.1309752091 12269.2126196611 24296.8782670638 39508.9715631848 118.081286391185 1035.05500947126 7.5
268.946679523966 57407.6213070406 20264.1389123006 7440.82857059942 40691.0763071861 88.4474835128734 694.151848718333 3.67311270423191
1588.03534198516 12495.9930750137 22710.3028203804 6253.9476256461 70495.2103598567 135.684198679812 2326.91304908807 18.1906649789324
NA 31458.6933781941 26342.6924546371 18077.4721006854 43012.3548949046 90 6401.7705277336 532.387745992638
NA 46391.1845796107 20338.9163624149 11167.7434915894 46182.0687001313 44 4500.22589939813 34
310.32475267373 25872.9190436826 25801.8371035733 11359.0836511242 55171.7131366684 26.5 2669.41742657361 28
193.807288336471 39065.6216413444 32596.9978351549 9048.58737169949 34109.2422514175 127.893511324626 2571.26067257999 32.5
182.491280375131 49268.3619770919 28522.9809395885 6107.37950852153 32944.5491216683 91.7332185200135 3674.47411513268 12
2016.50504501374 17045.0670200894 22459.3076668745 13076.5996698481 63635.7169263309 60.1174233705202 1247.94567357011 16.5
285.854164205952 43782.0231722774 15374.5983321933 11170.4865791245 57163.915510115 56.3738007051695 2773.37531942484 13
550 12182.4282649949 28488.39268616 2750 53280.5455067915 325 15326.1836756179 395
421.721674614596 27257.8564644993 19307.2507761947 9413.0211275991 66058.3435320329 25 1827.01678128955 30
534.263573100592 14548.0095971198 24678.8854339207 8243.96643770806 68453.7734426964 160.274378075027 1727.52652036025 21.0093312042381
409.371769320638 28161.3059689296 16000.6361605858 7640.34883549357 72692.6250070066 57.3463616562271 720.099237333969 13.5
141.682973579671 5399.29543910503 22957.4144934137 5677.69531438372 82986.1144159802 55 346.091871297678 55
765.248584465549 51537.3765399735 20584.4163454397 20152.8602089171 37026.5359307991 12.5 1517.47866153609 28.470002348872
1930.76122898061 34099.014036735 25647.747069919 7722.90090193313 44867.5473804242 190 3177.9268394586 180
1729.3557050951 92415.9926369817 5700.54146374482 5982.66060690744 31049.6913758446 254.444859152018 650.635899635187 75
954.828631437629 46416.1981455552 31726.6119407901 9239.5828665163 28667.8799083464 46.371409682948 404.856260163146 72.5387297347854
392.974196269591 16562.4781500536 22034.0121508323 13280.2336946308 69098.2773030653 47.544590393747 989.170871974801 33.3636458791931
273.780715497426 62480.7416555862 17917.1596434263 7895.66786920625 38866.9956687554 43.8912835071828 2409.36131232029 6.07435215273373
1879.22420392849 98908.2393611924 8700.14426982229 4402.92505841998 21246.1126443099 40 291.783459734288 40.5
2813.48672626265 73612.8078242258 9701.5323781152 8734.67082988326 36776.8391376535 33.5 379.322482941506 34.5
11283.615046179 45352.7709698618 20707.220701247 5500 14892.1091187431 485 467.365003940394 3008.45056927517
500 52957.894078225 40460.5998653309 1850 8405.75483193384 355 3231.07748823207 250
6754.63448300249 81363.7978233385 10922.0031900809 4741.48852118454 18580.470021305 105.13823750763 437.820251938488 53.211937139352
346.97003207236 84423.2760233642 13299.5275263958 2356.90685560208 31091.471176232 182.916835333772 296.530862687433 29.5
1650 22527.2240663504 31957.7833754204 8500 33855.4912305194 1350 NA 950
2998.06821908792 73996.2876681789 10475.7299797839 19370.4313894029 28593.503829367 190.800992386747 709.618106374214 19.188959872605
1631.54931305222 106277.16169957 5008.46395939572 968.337767082594 21713.3363992051 160.511060002296 2806.97469380659 29.7382547166569
547.733751909545 94170.4884752394 3994.17120435294 4490.32169106611 36063.1759677688 185.790008074908 645.18435729705 9.5
1050.10748143932 114081.272975343 4125.78717756903 1925.67326337735 19519.9502142357 153.87471189211 145.197386936394 34.6556779104532
6003.24486035826 95030.4808073031 5556.69643593211 10152.9918418318 14554.5377911495 310 0 200
40.2070124217712 74238.4993668959 19444.3579674424 3016.28178623363 30804.1289915195 47.9221892312068 591.387080239884 29.8720437274104
9040.60987987967 89160.1582245019 5634.28936135469 8662.67521402413 11297.8968001716 126.79897256742 1576.57990397072 69.6142557310838
10402.3160353521 47647.4368438538 19407.6593210184 7995.79822212952 19859.2012478728 203.840108689686 2879.09969017593 167.294630672822
818.665426131299 65877.586134976 21153.2967461969 4205.44845814029 31643.4725790746 211.745864443481 1304.42066256523 14.024132784648
386.4818052831 77959.3145773583 9101.11240990144 4036.37326997667 42635.0325578754 302.30905692947 877.631926031122 21
3878.27892771753 74720.0329916409 14066.6000564889 3646.11133130476 25639.5852289082 131.286046317178 3634.87212239263 65.5158637657773
261.384769158952 78056.1728793232 18025.7002113802 4149.87227773326 28818.5984329711 46.1285271052116 371.724263175234 1.9417809122075
121.86214522703 76005.2552214033 18736.2978241079 3002.53355386253 30382.1020874068 50.1303274285886 389.700567063931 1.82802927839281
1182.63855364384 86142.6282680977 9630.48482769975 2951.79742827968 33794.0905342784 147.071713108463 58.1970735635889 7.5
700 74483.6928379913 11074.390523889 12779.6330666887 32323.7388815361 500 2447.16384448823 440
50 23104 11140 19937 86759 1200 6969 114
22 20909 3186 62241 62655 202 12128 4362
63 33212 11975 8528 75975 450 1008.5 34.5
100 21605 12751 18950 81630 1002 12248 25
15 29418 10430 19565 79622 1455 7487 100
41 19602 12175 17017 89080 566 8200 38
60 20078 17130 10793 85585 553 6055 81
20 19143 9504 12979 90514 669 8016 93
299 27058 8965 18758 84145 433 4907 14
38 25608 8385 23263 82954 664 3438 171
102 31187 20502 8895 63294 351 226.5 7
32 2111 6679 11696 96197 562 18484 25
34 1091 15445 9519 85445 555 7109 36
11 5046 4792 10165 103502 405 9067 22
21 2926 13039 9562 90165 840 4373 84
20 21406 10975 7692 77059 166 4549 11.5
64 10833 25723 8960 63535 106 617.5 120
21 8801 10689 8156 48028 522 17398 88
30 21117 9919 9288 68679 432 2078 14.5
23 24600 11080 7706 68187 963 519.5 17.5
30 22597 11006 2162 73238 71 864 26.5
165 24106 5864 6684 61331 68 927.5 23.5
125 27867 15823 2973 35868 420 252.5 6.5
67 17840 4531 9328 69259 46.5 11828 1769
19 22209 12200 11297 65477 143 1492 18
133 17690 583 1028 53231 30.5 1563 202
145 20949 7848 1884 33245 181 5599 26.5
41 19976 19413 13611 62793 221 1736 8.5
74 25795 18390 5376 55313 417 1098.5 31
5 18261 8659 4497 44806 113 184.5 5.5
12 19495 14869 9699 80334 231 2271 27
31 19204 7982 5574 95570 160 5562 5
111 28341 26383 12514 58434 91 1433 85
109 25170 16715 10927 73529 152 2668 9.5
24 23095 13054 5230 53805 238 4816 53
132 38880 5804 3960 49458 284 1439 45
203 48073 6087 6975 38630 225 818.5 30.5
20 31583 8785 5646 51639 102 259.5 8.5
31 25702 9126 11429 82340 274 3440 9
26 31053 11118 4412 62400 354 2872 10.5
233 47964 8649 6311 52406 215 703.5 21
17 24957 6510 9412 77243 439 6955 19.5
16 27904 13583 3334 61095 3371 1340 36.5
28.5 32547 15702 4766 46053 1038 982 34.5
36 27574 8412 6598 67302 114 1303 39
262.5 50938 3507 7849 37487 566 1196.5 34.5
225 48781 3059 7126 41778 367 264.5 6
236 43342 2959 4562 42200 331 7429 338
242 46705 4315 1621 47604 231 525 43
565 42138 1939 2342 52936 225 1790 1342
268 36011 3958 4111 25497 1217 36865 155
80 49565 4735 4107 41530 349 194 4.5
228 50551 2774 7083 35897 323 8769 14
265 48087 3808 2557 45904 375 492 32
134 57092 3671 4408 36732 182 390 16
85 11303 2475 2925 78166 260 1604 30.5
52 29462 6414 3602 52892 579 1321.5 170
66 22611 11786 16350 40628 593 2403 2964
84.5 50137 14271 17185 65159 5873 5877 1952
31 26932 2909 71118 32432 389 3640 360
137 12621 9983 6829 92292 423 1468 45
10 4056 2903 22985 98656 25.65 5217 238
49 8137 10078 10321 90650 4477 765 117
12 43471 8089 60786 26493 655 10927 197
24 4906 15668 34867 69003 314 5289 44
