"solute1" "solute2" "solute3" 
0.734470 0.654500 0.753697 
0.549231 0.708016 0.359675 
0.223745 0.234976 0.316602 
0.787591 0.642393 0.328278 
0.622301 0.653154 0.831066 
0.290750 0.343030 0.259156 
0.682674 0.320690 0.728298 
0.241070 0.303723 0.279462 
0.690869 0.714976 0.209664 
0.647689 0.721299 0.772621 
0.649424 0.262295 0.358117 
0.704098 0.796446 0.322102 
0.787526 0.679762 0.810559 
0.643100 0.289808 0.268550 
0.201096 0.298408 0.407537 
0.269408 0.747358 0.293073 
0.681194 0.669676 0.716932 
0.294488 0.217726 0.387842 
0.742343 0.259346 0.235723 
0.707705 0.720403 0.267152 
0.290325 0.356683 0.267485 
0.705059 0.333326 0.788675 
0.600747 0.753508 0.821371 
0.712718 0.236393 0.283361 
0.735087 0.658719 0.815656 
0.397410 0.716443 0.268588 
0.165818 0.311782 0.363321 
0.706407 0.245676 0.265133 
0.697294 0.665816 0.805726 
0.262944 0.387896 0.312048 
0.313259 0.705171 0.321248 
0.704059 0.318997 0.332300 
0.233488 0.325363 0.237547 
0.607287 0.747346 0.853268 
0.700279 0.735988 0.298312 
0.634290 0.319546 0.254853 
0.215848 0.619505 0.248944 
0.269212 0.252023 0.332551 
0.741213 0.713558 0.818608 
0.728119 0.770646 0.821857 
0.294504 0.652830 0.293572 
0.712398 0.225233 0.260343 
0.339425 0.379119 0.392619 
0.697554 0.578212 0.238123 
0.271230 0.265365 0.313972 
0.692549 0.354264 0.800268 
0.692271 0.768510 0.754116 
0.414247 0.741661 0.319507 
0.664851 0.354335 0.313276 
0.247928 0.275557 0.442919 
0.687497 0.702420 0.772009 
0.590393 0.703797 0.817355 
0.242569 0.206810 0.288790 
0.698243 0.591054 0.337442 
0.650586 0.311426 0.339892 
0.219235 0.604813 0.333747 
0.382545 0.311473 0.423062 
0.754145 0.774731 0.804517 
0.682491 0.317074 0.227432 
0.672227 0.674063 0.266293 
0.729395 0.196462 0.852236 
0.680658 0.642563 0.786439 
0.238488 0.341799 0.308507 
0.778314 0.273881 0.326012 
0.650811 0.664767 0.817192 
0.695017 0.716639 0.227811 
0.405253 0.298329 0.354198 
0.274265 0.592389 0.396784 
0.165430 0.321703 0.327497 
0.742080 0.755247 0.395356 
0.732690 0.315594 0.236024 
0.738906 0.596631 0.791339 
0.771696 0.636995 0.303448 
0.615422 0.268282 0.767149 
0.627783 0.726048 0.866972 
0.275373 0.339040 0.340212 
0.294422 0.288324 0.331426 
0.734599 0.684080 0.850468 
0.610493 0.671928 0.306195 
0.696693 0.309646 0.240574 
0.670928 0.219887 0.291188 
0.684586 0.674792 0.815426 
0.642005 0.686971 0.337081 
0.240734 0.346652 0.347028 
0.752079 0.267338 0.362587 
0.648778 0.760697 0.311328 
0.654531 0.611925 0.722568 
0.237215 0.271499 0.318708 
0.694842 0.775530 0.222113 
0.766328 0.740591 0.848787 
0.336380 0.312494 0.309174 
0.688317 0.218904 0.357069 
0.595560 0.688387 0.722530 
0.290306 0.301386 0.348778 
0.687444 0.782826 0.702575 
0.742645 0.678539 0.246081 
0.639020 0.204271 0.686142 
0.283503 0.279351 0.400653 
0.738403 0.641210 0.217147 
0.688337 0.773487 0.791159 
0.616203 0.266513 0.315238 
0.647201 0.251687 0.199567 
0.166065 0.355330 0.341177 
0.713055 0.557530 0.799638 
0.729763 0.708373 0.380522 
0.670853 0.680600 0.313163 
0.731737 0.736173 0.860857 
0.626236 0.259722 0.279894 
0.212837 0.390645 0.251131 
0.729866 0.673697 0.385798 
0.316887 0.316365 0.337978 
0.624642 0.253277 0.257951 
0.674998 0.688432 0.782296 
0.647211 0.685659 0.238470 
0.194791 0.259344 0.250065 
0.694761 0.701104 0.845232 
0.747428 0.212504 0.696028 
0.567355 0.726627 0.756876 
0.758997 0.304371 0.681055 
0.174961 0.384787 0.377002 
0.643418 0.725430 0.329123 
0.711829 0.328227 0.273857 
0.631982 0.687717 0.757634 
0.663567 0.324099 0.645060 
0.691652 0.721204 0.331710 
0.277941 0.322944 0.329962 
0.172236 0.332046 0.352315 
0.778171 0.326145 0.308823 
0.625485 0.652994 0.331568 
0.677249 0.627214 0.836622 
0.626780 0.284426 0.306643 
0.264045 0.288449 0.370661 
0.750891 0.664249 0.336618 
0.624937 0.771767 0.823184 
0.691225 0.699344 0.256684 
0.734536 0.682954 0.768799 
0.220849 0.329897 0.328140 
0.629317 0.215218 0.444750 
0.302920 0.674531 0.317496 
0.211456 0.279875 0.434589 
0.689629 0.761142 0.730526 
0.780927 0.355182 0.263942 
0.670610 0.333303 0.246120 
0.307715 0.270962 0.333081 
0.224311 0.749831 0.317140 
0.772120 0.615542 0.806084 
0.247263 0.288952 0.275512 
0.666653 0.744830 0.792598 
0.754186 0.638170 0.261058 
0.648086 0.287040 0.329633 
0.615130 0.727601 0.769211 
0.282364 0.211295 0.285151 
0.762958 0.703980 0.416334 
0.662123 0.263805 0.227857 
0.212425 0.286556 0.352772 
0.749356 0.325151 0.314257 
0.550982 0.382064 0.390817 
0.324813 0.744786 0.249814 
0.687873 0.677060 0.695282 
0.652959 0.663281 0.216878 
0.293845 0.297709 0.349391 
0.564376 0.686197 0.785465 
0.742469 0.280346 0.747854 
0.630073 0.261148 0.225624 
0.775935 0.644582 0.745032 
0.314192 0.316406 0.423354 
0.284272 0.646702 0.261579 
0.248661 0.337691 0.314055 
0.745221 0.670207 0.329151 
0.678385 0.220489 0.335331 
0.625824 0.665072 0.720964 
0.271125 0.235722 0.260831 
0.788373 0.375317 0.790154 
0.755325 0.676265 0.242174 
0.550491 0.671806 0.702058 
0.181304 0.291203 0.383856 
0.176528 0.684065 0.343730 
0.741536 0.293763 0.359639 
0.386616 0.299118 0.286810 
0.682409 0.663233 0.870799 
0.217581 0.251773 0.337542 
0.702215 0.658438 0.765462 
0.663195 0.736370 0.398894 
0.662059 0.369018 0.279743 
0.684817 0.332488 0.236281 
0.698689 0.679792 0.216456 
0.706093 0.721662 0.816466 
0.176839 0.246131 0.297831 
0.663014 0.638096 0.713396 
0.716925 0.284665 0.320002 
0.166294 0.362636 0.282503 
0.644753 0.686825 0.314414 
0.693203 0.365788 0.828173 
0.598734 0.675158 0.732944 
0.721271 0.735561 0.333078 
0.226356 0.226032 0.292407 
0.766480 0.325356 0.422356 
0.197781 0.277301 0.349267 
0.645358 0.661599 0.248515 
0.611378 0.710185 0.758488 
0.660404 0.215919 0.355160 
0.747576 0.769335 0.797343 
0.275857 0.298421 0.325204 
0.658416 0.651183 0.295604 
0.160435 0.290136 0.294535 
0.709214 0.209532 0.827200 
0.712833 0.680476 0.328605 
0.638976 0.797444 0.741115 
0.736633 0.747795 0.810594 
0.339379 0.249045 0.296483 
0.256936 0.692376 0.262759 
0.682151 0.302126 0.266992 
0.262271 0.353203 0.293216 
0.583020 0.672843 0.360426 
0.760156 0.280937 0.359353 
0.721805 0.693196 0.794762 
0.739362 0.735197 0.264395 
0.776695 0.282148 0.352885 
0.228105 0.243774 0.397314 
0.666600 0.737117 0.752029 
0.192186 0.231241 0.360135 
0.587367 0.689293 0.859784 
0.765727 0.695319 0.239581 
0.691765 0.257938 0.781853 
0.227407 0.277057 0.295668 
0.650556 0.658182 0.828692 
0.710220 0.752396 0.268040 
0.646777 0.314005 0.359172 
0.235624 0.396907 0.308359 
0.702699 0.187901 0.333934 
0.664078 0.646528 0.302414 
0.644632 0.656210 0.757231 
0.652421 0.612514 0.789316 
0.716460 0.205851 0.341006 
0.674736 0.773968 0.258693 
0.312135 0.374172 0.278784 
0.631082 0.291126 0.318301 
0.586840 0.713855 0.860335 
0.223098 0.356245 0.269517 
0.747774 0.684461 0.348553 
0.349721 0.782324 0.331176 
0.216707 0.301409 0.447536 
0.657532 0.664786 0.727590 
0.721955 0.305669 0.273795 
0.294036 0.319946 0.325348 
0.747506 0.219947 0.752124 
0.672663 0.659846 0.738056 
0.713837 0.724833 0.281942 
0.643507 0.218374 0.319975 
0.710225 0.745625 0.747475 
0.310588 0.307471 0.363322 
0.756256 0.628846 0.281432 
0.646257 0.726553 0.356967 
0.188497 0.243024 0.334456 
0.681034 0.244163 0.255775 
0.729968 0.700696 0.748060 
0.707886 0.323437 0.285271 
0.316732 0.263151 0.429115 
0.661199 0.754825 0.799406 
0.360620 0.688337 0.327910 
0.642603 0.677099 0.239439 
0.175468 0.387992 0.398459 
0.688358 0.197700 0.337122 
0.714300 0.753331 0.851833 
0.674960 0.694750 0.765355 
0.685937 0.211999 0.254138 
0.268962 0.754297 0.274441 
0.266272 0.322598 0.304835 
0.381193 0.247127 0.316411 
0.211543 0.688025 0.349683 
0.745385 0.622258 0.807448 
0.740849 0.334561 0.273038 
0.697066 0.753699 0.818972 
0.324044 0.288311 0.281386 
0.200747 0.659339 0.236564 
0.679672 0.294398 0.361630 
0.674531 0.743477 0.324044 
0.212867 0.261243 0.327570 
0.664077 0.635532 0.678048 
0.732481 0.339720 0.290314 
0.666032 0.732918 0.861075 
0.769924 0.406320 0.345745 
0.251652 0.248502 0.283478 
0.325061 0.593334 0.272189 
0.672487 0.223018 0.327924 
0.779790 0.728568 0.274672 
0.278024 0.316338 0.367047 
0.641314 0.681746 0.777956 
0.660183 0.265009 0.323962 
0.192956 0.253612 0.367119 
0.284461 0.721022 0.334894 
0.769338 0.715393 0.836793 
0.646301 0.766949 0.315568 
0.774926 0.295144 0.283292 
0.250565 0.245226 0.216712 
0.721431 0.618804 0.836115 
0.670283 0.654246 0.778968 
0.204125 0.402337 0.331054 
0.722869 0.713523 0.307371 
0.640541 0.201907 0.358616 
0.684608 0.758884 0.286184 
0.604538 0.780400 0.818611 
0.765733 0.234508 0.269651 
0.302686 0.323333 0.317731 
0.337048 0.240833 0.296707 
0.719265 0.659718 0.804604 
0.171229 0.727466 0.316456 
0.739779 0.247063 0.252628 
0.675432 0.668882 0.723382 
0.706473 0.280500 0.375446 
0.210478 0.322370 0.334878 
0.399336 0.634798 0.276237 
0.709649 0.783260 0.299870 
0.628208 0.262579 0.447107 
0.698775 0.289065 0.816134 
0.236230 0.379796 0.256201 
0.753888 0.632998 0.793712 
0.158923 0.209606 0.339568 
0.679445 0.736360 0.270286 
0.714665 0.229581 0.683045 
0.608094 0.627467 0.793556 
0.612087 0.287687 0.800712 
0.779248 0.690471 0.330279 
0.584498 0.635295 0.691314 
0.163714 0.325115 0.330411 
0.304105 0.285643 0.463625 
0.778868 0.757655 0.777583 
0.713499 0.381827 0.278439 
0.283620 0.636115 0.293555 
0.645393 0.720192 0.783061 
0.231009 0.327243 0.334863 
0.725201 0.752232 0.312697 
0.688317 0.351208 0.401915 
0.244334 0.274732 0.332924 
0.577326 0.651962 0.834122 
0.670648 0.340975 0.316131 
0.756997 0.719330 0.288715 
0.190273 0.330925 0.277889 
0.695872 0.336672 0.435727 
0.744147 0.714683 0.300828 
0.709787 0.672648 0.742533 
0.675592 0.253315 0.241562 
0.633436 0.708886 0.283172 
0.247968 0.320466 0.423166 
0.654562 0.667300 0.762189 
0.724569 0.697302 0.307346 
0.613115 0.778288 0.758514 
0.158484 0.318155 0.326621 
0.679520 0.341662 0.723523 
0.702709 0.743145 0.327221 
0.391718 0.318827 0.291850 
0.254415 0.574362 0.839021 
0.669010 0.325323 0.811923 
0.631028 0.762032 0.304604 
0.259813 0.275619 0.398873 
0.726403 0.281640 0.209616 
0.741621 0.648855 0.746718 
0.650606 0.794103 0.804916 
0.705005 0.604689 0.337959 
0.284431 0.304120 0.242567 
0.652577 0.325457 0.401429 
0.785866 0.246935 0.312426 
0.602688 0.755567 0.247050 
0.628230 0.784613 0.829177 
0.226300 0.276517 0.290128 
0.626984 0.700897 0.301194 
0.220131 0.276902 0.293166 
0.718247 0.723753 0.665536 
0.723178 0.215858 0.823349 
0.691334 0.282580 0.461327 
0.683075 0.667988 0.199681 
0.613435 0.685088 0.705662 
0.246641 0.387410 0.304035 
0.771202 0.726521 0.325843 
0.702787 0.249236 0.792964 
0.554777 0.731615 0.707414 
0.222729 0.249983 0.295746 
0.706897 0.732344 0.791952 
0.232186 0.207547 0.251841 
0.684776 0.300955 0.347742 
0.612876 0.790181 0.291946 
0.659927 0.729742 0.679273 
0.197016 0.323980 0.238652 
0.786785 0.298870 0.767274 
0.708830 0.630872 0.262487 
0.703224 0.248667 0.332973 
0.564358 0.654299 0.297351 
0.250952 0.354896 0.287193 
0.750014 0.739994 0.794003 
0.749760 0.214374 0.300128 
0.256349 0.285889 0.308942 
0.726416 0.700645 0.314992 
0.708053 0.713225 0.803636 
0.655788 0.697263 0.793347 
0.767323 0.261429 0.276117 
0.283493 0.198852 0.363283 
0.189001 0.797823 0.321627 
0.330198 0.447314 0.693424 
0.619394 0.788114 0.687298 
0.786767 0.278379 0.388323 
0.598471 0.680983 0.272455 
0.279057 0.261294 0.255030 
0.300349 0.349176 0.295781 
0.765082 0.643114 0.337088 
0.631971 0.758309 0.823954 
0.670945 0.231181 0.279093 
0.664374 0.299264 0.707953 
0.729442 0.697562 0.228733 
0.171716 0.349830 0.341622 
0.557217 0.711162 0.782493 
0.682867 0.364822 0.729705 
0.575107 0.655933 0.723499 
0.296253 0.305531 0.333649 
0.787038 0.736634 0.308768 
0.686448 0.708567 0.729135 
0.282563 0.304682 0.299940 
0.664524 0.220138 0.377014 
0.731724 0.630840 0.287305 
0.696809 0.775882 0.325600 
0.191849 0.355816 0.396900 
0.654367 0.645944 0.862804 
0.724334 0.250991 0.280293 
0.655992 0.315479 0.315626 
0.253633 0.351518 0.253102 
0.623774 0.707837 0.231501 
0.698584 0.694818 0.868755 
0.251081 0.245726 0.284610 
0.541674 0.646730 0.733703 
0.675448 0.651930 0.855530 
0.677041 0.283906 0.332562 
0.639679 0.660711 0.256736 
0.767221 0.229718 0.311862 
0.309217 0.275543 0.335082 
0.546275 0.728428 0.298227 
0.669013 0.683168 0.801969 
0.173125 0.312236 0.300630 
0.754762 0.733835 0.841860 
0.690952 0.739359 0.322612 
0.613032 0.242615 0.672330 
0.694488 0.626853 0.234120 
0.604442 0.202616 0.319993 
0.183464 0.368133 0.358368 
0.774247 0.745753 0.818911 
0.714861 0.710105 0.239086 
0.728087 0.239623 0.814238 
0.619000 0.752431 0.801510 
0.245417 0.275952 0.336681 
0.675275 0.799264 0.786791 
0.657031 0.185673 0.301513 
0.218823 0.325429 0.273124 
0.706354 0.706563 0.278597 
0.747187 0.386385 0.309927 
0.210464 0.288207 0.341691 
0.715207 0.749485 0.360714 
0.583365 0.620958 0.762652 
0.585922 0.747877 0.771821 
0.669834 0.215294 0.642022 
0.782559 0.666591 0.364913 
0.256512 0.349984 0.242137 
0.754991 0.273327 0.378875 
0.336139 0.216159 0.246643 
0.676658 0.720245 0.729156 
0.172109 0.766170 0.272694 
0.687125 0.302110 0.311486 
0.664414 0.716579 0.859144 
0.275574 0.307408 0.365675 
0.200553 0.725269 0.312886 
0.720557 0.739595 0.213563 
0.749933 0.762966 0.786259 
0.651252 0.216916 0.706596 
0.258242 0.347320 0.350077 
0.586455 0.699907 0.283402 
0.318108 0.313381 0.322422 
0.779509 0.300130 0.466108 
0.749860 0.613432 0.855352 
0.745007 0.225631 0.277592 
0.757043 0.753447 0.838904 
0.756581 0.604584 0.346921 
0.261953 0.400957 0.226511 
0.677429 0.241154 0.217999 
0.198394 0.359710 0.361698 
0.669841 0.741786 0.293517 
0.682430 0.627248 0.736951 
0.790904 0.294198 0.701808 
0.687729 0.658709 0.765862 
0.312510 0.321953 0.323428 
0.688749 0.796297 0.280903 
0.672974 0.708482 0.761410 
0.667357 0.707709 0.217337 
0.687017 0.253450 0.747792 
0.172987 0.307639 0.314686 
0.671280 0.347489 0.200262 
0.701958 0.797478 0.784083 
0.673347 0.681315 0.301717 
0.180897 0.320689 0.395106 
0.206376 0.256425 0.317036 
0.685352 0.645272 0.331620 
0.661950 0.380335 0.698244 
0.569441 0.715486 0.786975 
0.572960 0.600701 0.761339 
0.682640 0.674502 0.295062 
0.790673 0.302332 0.285025 
0.329195 0.334558 0.307791 
0.739151 0.759261 0.653974 
0.186534 0.318861 0.320276 
0.691064 0.306264 0.830769 
0.677655 0.616498 0.257428 
0.674709 0.737172 0.860543 
0.668154 0.325105 0.250982 
0.253207 0.670078 0.240271 
0.203779 0.335259 0.344260 
0.625127 0.729939 0.240076 
0.751361 0.719501 0.854263 
0.242111 0.289898 0.437727 
0.773838 0.321764 0.340898 
0.744519 0.709896 0.711563 
0.220998 0.594255 0.348028 
0.291694 0.312133 0.438203 
0.675208 0.298048 0.199236 
0.217184 0.307718 0.358561 
0.730704 0.673107 0.789822 
0.688131 0.708091 0.266943 
0.634869 0.244938 0.309806 
0.693804 0.682862 0.766286 
0.241245 0.197739 0.287341 
0.343002 0.710896 0.312020 
0.710679 0.322568 0.309361 
0.771111 0.718755 0.825931 
0.649671 0.271610 0.301266 
0.330786 0.581253 0.303385 
0.212010 0.306564 0.463990 
0.706790 0.670829 0.688606 
0.662940 0.648981 0.263458 
0.665430 0.270546 0.769289 
0.240398 0.357603 0.283483 
0.321728 0.345869 0.330212 
0.731373 0.265151 0.662063 
0.782766 0.688143 0.309235 
0.582703 0.636337 0.690026 
0.647944 0.220159 0.257761 
0.597216 0.736330 0.814268 
0.201570 0.360087 0.310455 
0.744515 0.704427 0.370971 
0.740906 0.659704 0.793619 
0.175765 0.278260 0.353589 
0.787274 0.362646 0.393409 
0.284848 0.678074 0.221652 
0.682448 0.353978 0.241862 
0.701713 0.693976 0.840158 
0.268055 0.207232 0.271330 
0.271689 0.637915 0.291821 
0.220184 0.268248 0.359478 
0.653065 0.609730 0.254751 
0.661526 0.730692 0.736637 
0.698734 0.394203 0.314460 
0.675869 0.706940 0.383195 
0.167303 0.312434 0.358709 
0.667977 0.665040 0.761391 
0.761918 0.326377 0.310635 
0.259192 0.185197 0.327692 
0.697392 0.766696 0.830024 
0.741459 0.368875 0.225346 
0.274894 0.594489 0.331686 
0.638761 0.252899 0.684172 
0.232614 0.281556 0.274836 
0.613846 0.690670 0.764557 
0.712415 0.752830 0.337942 
0.708355 0.629063 0.316044 
0.225666 0.266529 0.356082 
0.739700 0.568976 0.744070 
0.636219 0.740999 0.820289 
0.616991 0.295086 0.324632 
0.707891 0.715360 0.319307 
0.674571 0.662601 0.749082 
0.285897 0.358886 0.307707 
0.681355 0.259488 0.717268 
0.656289 0.257557 0.289090 
0.296955 0.320724 0.264012 
0.681167 0.663149 0.876915 
0.589839 0.735605 0.223422 
0.703025 0.439424 0.383833 
0.670335 0.684448 0.214905 
0.205606 0.229758 0.276501 
0.687650 0.737291 0.815826 
0.775638 0.350277 0.305963 
0.228531 0.224351 0.375513 
0.722942 0.660921 0.810778 
0.643931 0.792445 0.308107 
0.703931 0.732648 0.798684 
0.299950 0.283751 0.435498 
0.672279 0.284557 0.292534 
0.346602 0.685186 0.339341 
0.792892 0.672786 0.284256 
0.573657 0.230699 0.326810 
0.255866 0.229886 0.228548 
0.574421 0.720193 0.800654 
0.736154 0.780393 0.794646 
0.241105 0.291307 0.279263 
0.749609 0.273016 0.350577 
0.178524 0.700835 0.377944 
0.225500 0.309302 0.308157 
0.587304 0.326186 0.435758 
0.747437 0.722648 0.373596 
0.693076 0.334139 0.213472 
0.659546 0.677984 0.754452 
0.707823 0.782671 0.346930 
0.747642 0.408621 0.855605 
0.247074 0.298676 0.218775 
0.718685 0.242815 0.416907 
0.734797 0.643096 0.766802 
0.225713 0.210648 0.226035 
0.781918 0.805551 0.312570 
0.627813 0.729611 0.770782 
0.708157 0.240890 0.344717 
0.252786 0.258193 0.241290 
0.694183 0.612220 0.255204 
0.601646 0.594622 0.242772 
0.718454 0.754943 0.773024 
0.203501 0.265824 0.390246 
0.644102 0.218627 0.281413 
0.235288 0.269611 0.221391 
0.736660 0.225272 0.866867 
0.724858 0.617170 0.372388 
0.641540 0.684072 0.678128 
0.729204 0.296426 0.261138 
0.314759 0.290222 0.379925 
0.738571 0.620529 0.819271 
0.664714 0.769029 0.247944 
0.176587 0.253216 0.401532 
0.698369 0.623870 0.810512 
0.642160 0.249615 0.229337 
0.403639 0.783557 0.283664 
0.752662 0.296489 0.750389 
0.602747 0.766856 0.837305 
0.665733 0.756187 0.264282 
0.274125 0.233590 0.308971 
0.703766 0.749857 0.822124 
0.700706 0.644815 0.315746 
0.167539 0.257215 0.319290 
0.663347 0.346768 0.377110 
0.264425 0.349351 0.339036 
0.778490 0.318416 0.787655 
0.734345 0.600314 0.263189 
0.673276 0.753701 0.741315 
0.693389 0.757105 0.280266 
0.769086 0.327356 0.271827 
0.637560 0.774256 0.816756 
0.273273 0.294555 0.337903 
0.591267 0.628424 0.353905 
0.783912 0.206375 0.315719 
0.220609 0.329868 0.290841 
0.690241 0.705163 0.712687 
0.701137 0.396439 0.354985 
0.734041 0.554852 0.787218 
0.218845 0.268617 0.320811 
0.622036 0.776669 0.278630 
0.281620 0.314034 0.283439 
0.676680 0.205670 0.757814 
0.761318 0.616123 0.354203 
0.608514 0.789581 0.758776 
0.666940 0.725835 0.749997 
0.669896 0.656349 0.200440 
0.644462 0.271912 0.420705 
0.265244 0.317629 0.346001 
0.669007 0.269988 0.280417 
0.769587 0.620454 0.750953 
0.180379 0.394531 0.259216 
0.655686 0.743697 0.276546 
0.229338 0.266394 0.378129 
0.673150 0.714297 0.239044 
0.668584 0.307866 0.332188 
0.777772 0.709852 0.775229 
0.617867 0.611154 0.772728 
0.738129 0.744096 0.235800 
0.245993 0.279291 0.306161 
0.695101 0.281855 0.653028 
0.695069 0.676554 0.287950 
0.207348 0.337754 0.275986 
0.650059 0.195273 0.818216 
0.696635 0.652385 0.672571 
0.624398 0.715133 0.221428 
0.717790 0.326667 0.755569 
0.232057 0.331140 0.304085 
0.756290 0.640410 0.848065 
0.718851 0.329282 0.332451 
0.649735 0.714015 0.853322 
0.229528 0.358268 0.337037 
0.679131 0.730862 0.323256 
0.742673 0.745263 0.270771 
0.718004 0.216127 0.360002 
0.713345 0.641074 0.866719 
0.320024 0.378381 0.317102 
0.297140 0.300097 0.381727 
0.218717 0.726803 0.283757 
0.702551 0.325431 0.291522 
0.655929 0.645236 0.870246 
0.721727 0.690047 0.262249 
0.233977 0.345813 0.405831 
0.686512 0.706978 0.805144 
0.694968 0.334216 0.216599 
0.693258 0.225680 0.336423 
0.756489 0.700349 0.251652 
0.187188 0.274483 0.292098 
0.623055 0.631118 0.654803 
0.677487 0.808314 0.319358 
0.611871 0.283261 0.370430 
0.762987 0.624163 0.802202 
0.249070 0.275278 0.336267 
0.772678 0.754694 0.689672 
0.665780 0.664257 0.328081 
0.638948 0.256029 0.672585 
0.155928 0.313055 0.331281 
0.702150 0.681417 0.233729 
0.611475 0.687791 0.792984 
0.722673 0.219850 0.813763 
0.275493 0.334625 0.232956 
0.663269 0.652049 0.790665 
0.675388 0.291921 0.742642 
0.788847 0.683544 0.318629 
0.245753 0.312555 0.244559 
0.338589 0.766667 0.293971 
0.169621 0.294257 0.331477 
0.669095 0.634373 0.748794 
0.701341 0.245153 0.349553 
0.701832 0.720646 0.795957 
0.317850 0.608908 0.324032 
0.714905 0.283857 0.301791 
0.290662 0.228643 0.237059 
0.593891 0.571395 0.825978 
0.297519 0.278595 0.286077 
0.783891 0.341527 0.340045 
0.668396 0.726628 0.322203 
0.726555 0.652848 0.724655 
0.712644 0.248053 0.826889 
0.288814 0.313162 0.253324 
0.684436 0.754761 0.309300 
0.210923 0.260001 0.395328 
0.203277 0.667031 0.312421 
0.718121 0.674856 0.794898 
0.758081 0.237939 0.331650 
0.711085 0.288716 0.880901 
0.743969 0.761061 0.237618 
0.155854 0.316771 0.316277 
0.715284 0.619732 0.788171 
0.222157 0.303759 0.234920 
0.705993 0.231287 0.698908 
0.655908 0.641855 0.287476 
0.655938 0.714606 0.688046 
0.214539 0.312336 0.213725 
0.641480 0.769330 0.786011 
0.745502 0.235578 0.337959 
0.729187 0.749527 0.306949 
0.756880 0.747662 0.295407 
0.637757 0.683994 0.809370 
0.655599 0.238979 0.279307 
0.291326 0.324681 0.316615 
0.595783 0.722602 0.738453 
0.244901 0.334113 0.266137 
0.755601 0.259604 0.370432 
0.664032 0.668254 0.377316 
0.744568 0.344900 0.301768 
0.713137 0.723332 0.799639 
0.260701 0.237105 0.288141 
0.193911 0.639766 0.247336 
0.789033 0.268241 0.783521 
0.562204 0.655240 0.682357 
0.788434 0.688738 0.286871 
0.279878 0.350946 0.316828 
0.227170 0.274663 0.327252 
0.716513 0.681888 0.237734 
0.652060 0.330675 0.743014 
0.651835 0.741736 0.726233 
0.262526 0.348137 0.270937 
0.725514 0.716029 0.823161 
0.730898 0.244092 0.359073 
0.168061 0.686755 0.357960 
0.777505 0.741878 0.252926 
0.684941 0.665514 0.721187 
0.687840 0.271386 0.315818 
0.192669 0.317593 0.333248 
0.791609 0.658597 0.842386 
0.682979 0.336060 0.321732 
0.222814 0.741524 0.334206 
0.193966 0.237425 0.415674 
0.179963 0.603528 0.315716 
0.222743 0.348145 0.377480 
0.690416 0.314573 0.334870 
0.661782 0.671483 0.800643 
0.668927 0.289182 0.208931 
0.630122 0.678705 0.878995 
0.716147 0.739759 0.404126 
0.288557 0.261162 0.317866 
0.686337 0.686735 0.348200 
0.646793 0.286656 0.778145 
0.602458 0.681150 0.653109 
0.198413 0.266388 0.275051 
0.696856 0.760985 0.272980 
0.286615 0.328727 0.338275 
0.684789 0.683191 0.837688 
0.709536 0.380901 0.358480 
0.694386 0.301690 0.804300 
0.698571 0.578961 0.204611 
0.185581 0.253677 0.412359 
0.657851 0.780539 0.823352 
0.236340 0.230872 0.295343 
0.697016 0.693409 0.798263 
0.286177 0.645514 0.245626 
0.682529 0.259391 0.263761 
0.636885 0.660916 0.345690 
0.673490 0.233886 0.288747 
0.295093 0.347497 0.348478 
0.685557 0.764874 0.833502 
0.651120 0.252556 0.845447 
0.626511 0.788471 0.737680 
0.215237 0.217786 0.261695 
0.706677 0.554236 0.305570 
0.750501 0.671810 0.774516 
0.758700 0.747597 0.267404 
0.198194 0.364365 0.289871 
0.636351 0.252434 0.444467 
0.661684 0.329853 0.301045 
0.649786 0.709368 0.236395 
0.196249 0.223077 0.389365 
0.691275 0.805817 0.773014 
0.259921 0.223319 0.395078 
0.368117 0.641529 0.231184 
0.667353 0.673432 0.704754 
0.669332 0.322093 0.326354 
0.658199 0.761469 0.349599 
0.688558 0.237580 0.239309 
0.791268 0.646237 0.755483 
0.197614 0.321704 0.380452 
0.717849 0.390527 0.409344 
0.749919 0.687758 0.267002 
0.171980 0.275729 0.292895 
0.598214 0.741887 0.811512 
0.711778 0.658527 0.378334 
0.792812 0.263600 0.289790 
0.565936 0.662005 0.728192 
0.245690 0.276858 0.224736 
0.200694 0.285235 0.257997 
0.681419 0.748759 0.275584 
0.609416 0.283933 0.258029 
0.340505 0.616958 0.450801 
0.748836 0.648442 0.818331 
0.305056 0.185017 0.328727 
0.252081 0.441259 0.331037 
0.666695 0.786345 0.772612 
0.789808 0.366248 0.767764 
0.795206 0.664935 0.299720 
0.774613 0.644330 0.828504 
0.713318 0.303878 0.419786 
0.720959 0.734868 0.221500 
0.273975 0.275313 0.278824 
0.256682 0.251894 0.318509 
0.675619 0.779579 0.829798 
0.680526 0.746005 0.278538 
0.667075 0.210258 0.741215 
0.248511 0.684942 0.345219 
0.691694 0.698842 0.823829 
0.665979 0.302786 0.335920 
0.244123 0.260270 0.265254 
0.694944 0.682737 0.720817 
0.197228 0.384567 0.288157 
0.736897 0.676587 0.338323 
0.746057 0.271801 0.382998 
0.689489 0.613214 0.778902 
0.717433 0.199549 0.671304 
0.240908 0.332717 0.239792 
0.630955 0.709696 0.224931 
0.215057 0.288200 0.325224 
0.741465 0.782534 0.306797 
0.605351 0.650094 0.835166 
