"Rc/Ra" "d37Cl" "d81Br" 
0.720549 0.751306 0.661103 
0.185697 0.481977 0.551899 
0.638499 0.259706 0.211160 
0.739699 0.716587 0.679544 
0.182265 0.503193 0.518876 
0.643048 0.253169 0.131697 
0.135091 0.474804 0.484459 
0.631340 0.212265 0.228534 
0.716687 0.784885 0.731284 
0.696785 0.779777 0.743299 
0.643847 0.290219 0.207168 
0.180271 0.423623 0.500833 
0.196542 0.469454 0.508611 
0.743736 0.725333 0.687722 
0.619406 0.273119 0.226040 
0.746493 0.686730 0.682334 
0.126185 0.547713 0.535686 
0.623086 0.252024 0.263191 
0.714691 0.777642 0.695290 
0.217301 0.464995 0.507971 
0.632225 0.221275 0.208054 
0.150166 0.489451 0.578445 
0.637066 0.274507 0.135319 
0.728056 0.781420 0.691126 
0.164808 0.518127 0.560444 
0.760403 0.751207 0.711605 
0.616561 0.238286 0.180749 
0.751573 0.704984 0.649383 
0.572644 0.276554 0.204691 
0.143757 0.550981 0.504445 
0.743066 0.759335 0.701872 
0.648333 0.285277 0.249297 
0.139970 0.433696 0.481177 
0.145257 0.560845 0.587195 
0.604355 0.229425 0.198068 
0.719276 0.710683 0.726215 
0.721267 0.724384 0.740113 
0.652865 0.231426 0.259293 
0.163041 0.522244 0.514898 
0.761857 0.741530 0.688751 
0.178902 0.451822 0.561742 
0.636662 0.240696 0.215303 
0.175868 0.455104 0.530452 
0.660024 0.264660 0.214820 
0.696315 0.730156 0.640063 
0.126297 0.486022 0.529810 
0.639649 0.239936 0.214323 
0.705142 0.716102 0.711287 
0.763942 0.735843 0.710069 
0.140894 0.464193 0.488168 
0.611891 0.250248 0.281573 
0.769652 0.721562 0.671153 
0.616094 0.219385 0.127224 
0.186352 0.495166 0.590116 
0.645227 0.249943 0.150298 
0.716477 0.745304 0.684802 
0.187388 0.498588 0.550403 
0.749108 0.765203 0.696315 
0.659412 0.264981 0.161848 
0.152154 0.451864 0.523673 
0.183713 0.450900 0.538566 
0.659318 0.266289 0.142816 
0.682254 0.789028 0.685384 
0.616905 0.204969 0.136507 
0.707550 0.754500 0.719933 
0.135384 0.487661 0.506749 
0.153648 0.489489 0.556846 
0.714558 0.712522 0.724190 
0.661920 0.262778 0.186034 
0.537068 0.703235 0.203462 
0.738261 0.618572 0.679565 
0.602220 0.199707 0.243156 
0.206907 0.474372 0.548546 
0.668591 0.266474 0.153636 
0.685705 0.778361 0.680353 
0.143974 0.496757 0.527507 
0.147516 0.410662 0.589536 
0.683585 0.771150 0.696924 
0.667918 0.286359 0.143667 
0.175659 0.512778 0.568008 
0.745969 0.739162 0.625475 
0.643544 0.238273 0.189123 
0.634736 0.263146 0.247364 
0.159770 0.432515 0.514356 
0.704584 0.761999 0.634700 
0.668198 0.292597 0.210474 
0.731476 0.759243 0.660079 
0.139649 0.448205 0.507689 
0.609328 0.261683 0.259067 
0.135947 0.427639 0.558750 
0.759907 0.745220 0.636132 
0.163097 0.453953 0.566174 
0.632991 0.246550 0.203053 
0.704140 0.781662 0.643437 
0.654452 0.727920 0.630807 
0.151415 0.510437 0.591762 
0.592872 0.199725 0.161005 
0.707566 0.587670 0.181308 
0.167804 0.486051 0.547814 
0.599821 0.210145 0.243473 
0.758685 0.743626 0.644963 
0.184524 0.412850 0.498470 
0.566245 0.756604 0.330819 
0.649204 0.278048 0.159996 
0.687725 0.650048 0.714966 
0.653465 0.231353 0.131896 
0.689942 0.765202 0.741641 
0.203936 0.491388 0.570475 
0.684636 0.310234 0.210956 
0.145238 0.384924 0.506847 
0.674930 0.788498 0.739369 
0.571207 0.195090 0.128093 
0.209722 0.534924 0.593396 
0.739822 0.702955 0.619709 
0.721212 0.723845 0.724706 
0.169245 0.446865 0.579628 
0.625482 0.300285 0.128807 
0.162633 0.480292 0.551948 
0.751772 0.734834 0.697940 
0.630910 0.222366 0.124821 
0.724809 0.728422 0.643759 
0.619412 0.263220 0.199722 
0.202793 0.462401 0.535217 
0.661935 0.256606 0.192622 
0.185672 0.463925 0.515424 
0.695849 0.737577 0.634399 
0.713217 0.770552 0.710873 
0.164099 0.454544 0.516172 
0.643350 0.231265 0.188191 
0.630194 0.241116 0.183655 
0.715769 0.694311 0.640032 
0.125096 0.510280 0.546624 
0.639448 0.231084 0.223042 
0.692319 0.696847 0.714795 
0.134743 0.477432 0.485145 
0.130976 0.534914 0.545201 
0.713881 0.736356 0.688189 
0.617719 0.233202 0.173105 
0.650701 0.293404 0.254415 
0.123165 0.467519 0.514579 
0.699779 0.791226 0.637815 
0.565253 0.221468 0.174237 
0.673692 0.269341 0.628966 
0.675197 0.785119 0.275606 
0.206738 0.496790 0.549003 
0.645070 0.277391 0.189648 
0.706785 0.775472 0.645967 
0.212876 0.454003 0.520155 
0.570749 0.249691 0.137708 
0.756727 0.735464 0.657579 
0.200079 0.524535 0.565865 
0.589196 0.241838 0.128121 
0.747216 0.730926 0.695094 
0.207483 0.468385 0.599397 
0.149911 0.484330 0.518986 
0.733766 0.734342 0.640890 
0.631147 0.265787 0.230040 
0.721984 0.590946 0.703427 
0.598532 0.778693 0.622527 
0.185191 0.463685 0.540740 
0.661746 0.241808 0.185542 
0.177597 0.491379 0.534524 
0.741676 0.718579 0.649943 
0.607391 0.254483 0.146407 
0.132996 0.461467 0.552742 
0.721394 0.724340 0.656526 
0.616645 0.278671 0.124579 
0.727053 0.747333 0.697185 
0.612596 0.289884 0.246643 
0.184311 0.452830 0.498599 
0.706477 0.737973 0.698606 
0.627717 0.235623 0.187635 
0.175625 0.505823 0.534355 
0.179191 0.434227 0.582629 
0.642523 0.296357 0.163604 
0.713463 0.759456 0.642113 
0.133588 0.545520 0.566031 
0.771362 0.723396 0.627897 
0.585557 0.257765 0.179053 
0.762853 0.723860 0.710168 
0.128360 0.470825 0.519488 
0.634453 0.288165 0.171333 
0.702705 0.713002 0.726439 
0.638076 0.267688 0.230448 
0.125161 0.470231 0.521441 
0.148405 0.490435 0.531600 
0.669903 0.269849 0.242108 
0.682527 0.795738 0.704998 
0.740239 0.769978 0.717548 
0.179768 0.441861 0.501330 
0.600985 0.236132 0.228484 
0.619765 0.223792 0.129603 
0.178523 0.518148 0.605752 
0.710991 0.764920 0.647413 
0.683253 0.776778 0.657633 
0.156518 0.445425 0.549824 
0.674446 0.289500 0.150014 
0.637179 0.288866 0.222812 
0.153532 0.432454 0.502533 
0.703031 0.755292 0.667267 
0.640568 0.222622 0.240722 
0.709940 0.722862 0.690102 
0.141397 0.505280 0.528875 
0.756018 0.673804 0.552991 
0.639363 0.247034 0.193339 
0.695348 0.722658 0.694559 
0.183229 0.472016 0.490690 
0.699272 0.802419 0.683930 
0.155037 0.555753 0.587676 
0.604164 0.236109 0.153488 
0.726476 0.590391 0.583986 
0.675027 0.289007 0.221469 
0.707954 0.774174 0.629944 
0.156709 0.412806 0.545261 
0.130231 0.467553 0.547685 
0.730659 0.745688 0.662789 
0.612033 0.220217 0.137819 
0.192095 0.533546 0.606939 
0.555562 0.191331 0.157452 
0.750510 0.726484 0.627058 
0.138651 0.488896 0.494716 
0.653768 0.260573 0.204860 
0.689425 0.755026 0.668767 
0.128912 0.514547 0.558027 
0.595246 0.256497 0.167716 
0.728672 0.696632 0.663094 
0.123734 0.436176 0.527500 
0.594410 0.310806 0.192582 
0.554605 0.675199 0.230207 
0.729052 0.665546 0.688577 
0.606246 0.264580 0.196432 
0.743868 0.758775 0.653399 
0.181236 0.449607 0.560490 
0.141496 0.433483 0.569672 
0.629420 0.296574 0.240150 
0.718244 0.740379 0.631997 
0.669911 0.256725 0.211894 
0.691572 0.761666 0.641579 
0.143992 0.478159 0.527491 
0.123371 0.412873 0.497721 
0.663969 0.279301 0.237140 
0.719949 0.775473 0.639783 
0.653593 0.267262 0.225064 
0.160429 0.435987 0.557827 
0.680374 0.756793 0.647696 
0.594268 0.210770 0.204613 
0.130105 0.476953 0.532434 
0.747047 0.732394 0.672941 
0.543565 0.716122 0.150202 
0.716390 0.714509 0.694174 
0.131560 0.498362 0.488928 
0.659827 0.265798 0.191121 
0.705700 0.711541 0.638396 
0.212808 0.470935 0.531085 
0.625915 0.236558 0.130029 
0.743616 0.729951 0.691860 
0.625828 0.252453 0.137286 
0.217504 0.475120 0.563292 
0.643228 0.224936 0.169865 
0.176264 0.519219 0.509903 
0.720524 0.693973 0.676547 
0.722768 0.705639 0.676356 
0.153129 0.482233 0.491448 
0.634133 0.260614 0.279945 
0.134854 0.535281 0.531582 
0.649829 0.242474 0.137723 
0.689148 0.737966 0.710456 
0.723824 0.615129 0.713692 
0.207553 0.491082 0.506546 
0.715891 0.759731 0.253266 
0.569890 0.247422 0.294930 
0.730145 0.711105 0.655556 
0.605582 0.212546 0.252910 
0.126595 0.548245 0.503090 
0.574744 0.218715 0.148092 
0.747490 0.715823 0.657234 
0.157358 0.550692 0.541059 
0.764271 0.711153 0.649327 
0.601587 0.268646 0.258649 
0.132246 0.538316 0.540493 
0.639874 0.272002 0.230817 
0.741872 0.733317 0.720237 
0.143573 0.496534 0.564282 
0.163027 0.481793 0.600195 
0.592591 0.212701 0.147205 
0.759301 0.744138 0.645576 
0.157172 0.460698 0.549484 
0.732381 0.736815 0.722193 
0.605495 0.211473 0.226019 
0.618042 0.283892 0.147480 
0.727927 0.775343 0.667594 
0.191324 0.459776 0.525274 
0.732410 0.764151 0.670389 
0.177885 0.542116 0.543508 
0.609475 0.225756 0.160183 
0.128292 0.524693 0.561172 
0.632485 0.250170 0.193407 
0.702411 0.712848 0.622422 
0.635298 0.215884 0.288467 
0.132139 0.521413 0.502235 
0.763974 0.715800 0.657421 
0.606232 0.270057 0.281962 
0.135550 0.532246 0.540543 
0.741461 0.762863 0.642273 
0.586957 0.234183 0.612274 
0.736919 0.742795 0.727100 
0.144422 0.480444 0.526066 
0.627644 0.615783 0.180752 
0.577835 0.669134 0.211287 
0.774400 0.671653 0.697215 
0.552500 0.228587 0.186793 
0.212647 0.461446 0.571576 
0.685508 0.720468 0.726798 
0.124344 0.462828 0.500387 
0.654379 0.285658 0.262408 
0.629233 0.263312 0.189408 
0.730855 0.761329 0.733195 
0.135257 0.451746 0.494986 
0.741650 0.716524 0.721419 
0.598005 0.226604 0.212558 
0.150666 0.472513 0.491749 
0.660372 0.281308 0.177783 
0.688007 0.767481 0.710621 
0.192764 0.449317 0.549226 
0.661739 0.280259 0.163632 
0.160798 0.459194 0.502836 
0.671952 0.696238 0.715016 
0.749708 0.748665 0.704908 
0.170193 0.505204 0.541341 
0.652593 0.235853 0.169635 
0.161930 0.432741 0.561823 
0.623633 0.280047 0.223114 
0.742811 0.758327 0.675665 
0.737228 0.751805 0.722606 
0.614359 0.307306 0.202283 
0.156218 0.438894 0.502357 
0.663428 0.266268 0.260138 
0.683977 0.762993 0.687061 
0.178407 0.487154 0.445387 
0.241591 0.450783 0.584486 
0.652732 0.252657 0.132290 
0.167115 0.450562 0.608063 
0.707922 0.780282 0.669088 
0.127570 0.444883 0.487139 
0.644558 0.290141 0.151013 
0.707240 0.745497 0.717671 
0.599854 0.210844 0.682301 
0.171599 0.554639 0.486692 
0.739668 0.697484 0.672892 
0.633423 0.581867 0.223636 
0.228303 0.479533 0.537433 
0.624056 0.247567 0.185283 
0.707745 0.732193 0.635293 
0.749216 0.731683 0.675570 
0.180927 0.513819 0.561291 
0.608588 0.224018 0.121407 
0.727704 0.772980 0.699599 
0.642383 0.269021 0.219516 
0.132305 0.502102 0.520329 
0.745794 0.765801 0.691495 
0.137965 0.440744 0.525195 
0.617652 0.264435 0.175250 
0.667493 0.269393 0.186713 
0.185127 0.449406 0.496492 
0.696681 0.798847 0.691215 
0.756135 0.716559 0.658900 
0.589313 0.255830 0.174624 
0.131551 0.485508 0.495651 
0.162237 0.398720 0.522195 
0.662055 0.806058 0.700553 
0.679486 0.304611 0.245215 
0.609895 0.199179 0.191558 
0.151573 0.443251 0.522418 
0.728932 0.726007 0.667160 
0.173859 0.455380 0.525677 
0.615681 0.255695 0.236505 
0.722906 0.723135 0.645779 
0.152250 0.432237 0.510087 
0.743460 0.743592 0.675797 
0.589846 0.215269 0.192839 
0.652632 0.266188 0.171804 
0.137793 0.472506 0.519905 
0.701803 0.746787 0.730768 
0.595365 0.223407 0.152776 
0.723882 0.697127 0.656969 
0.150949 0.523277 0.561184 
0.725243 0.703356 0.691972 
0.612246 0.241431 0.147809 
0.143611 0.477870 0.482456 
0.588587 0.685710 0.284399 
0.592950 0.218920 0.140071 
0.718460 0.691765 0.620818 
0.164397 0.527938 0.594120 
0.671757 0.722305 0.677248 
0.663230 0.283110 0.144623 
0.162654 0.450125 0.579311 
0.632837 0.218447 0.260026 
0.724269 0.784690 0.709962 
0.143874 0.527298 0.535383 
0.532905 0.238845 0.240477 
0.650079 0.381716 0.248360 
0.218636 0.471910 0.529356 
0.717866 0.741517 0.684315 
0.624564 0.260088 0.205511 
0.728420 0.753040 0.697413 
0.130239 0.487969 0.521600 
0.144138 0.483439 0.574952 
0.685514 0.718125 0.149840 
0.664694 0.259737 0.657810 
0.668044 0.259889 0.686568 
0.665333 0.784926 0.139815 
0.182647 0.440936 0.560294 
0.705826 0.715384 0.191767 
0.171556 0.505283 0.479901 
0.643508 0.244204 0.727042 
0.149961 0.467119 0.577551 
0.670730 0.266017 0.625924 
0.681610 0.777946 0.177841 
0.660819 0.259913 0.138111 
0.151625 0.464619 0.584043 
0.691713 0.740961 0.662635 
0.153864 0.503767 0.567757 
0.750301 0.748692 0.708972 
0.603117 0.232855 0.204679 
0.735288 0.722272 0.656600 
0.618168 0.748150 0.230235 
0.167503 0.469508 0.533936 
0.623180 0.248515 0.219422 
0.222143 0.518287 0.535505 
0.591464 0.230029 0.215865 
0.734894 0.733573 0.656553 
0.129527 0.424130 0.497206 
0.639922 0.265752 0.283010 
0.699551 0.782753 0.696218 
0.640685 0.252118 0.237680 
0.172183 0.476060 0.502696 
0.709058 0.753101 0.675772 
0.144898 0.554119 0.580917 
0.729235 0.711240 0.694892 
0.590280 0.234272 0.171134 
0.641198 0.243441 0.159118 
0.695661 0.787907 0.623842 
0.164623 0.423449 0.550868 
0.204859 0.538648 0.557884 
0.607702 0.202805 0.207256 
0.728058 0.765087 0.707588 
0.677178 0.723995 0.722848 
0.171831 0.488292 0.518591 
0.660349 0.262938 0.230155 
0.602958 0.216862 0.237679 
0.731625 0.767327 0.642793 
0.211187 0.472883 0.531397 
0.770141 0.705537 0.634139 
0.182368 0.545975 0.569289 
0.587938 0.205056 0.211725 
0.638988 0.225055 0.234086 
0.717482 0.787751 0.647054 
0.161011 0.493501 0.521005 
0.658999 0.257234 0.258013 
0.166830 0.444862 0.502683 
0.679018 0.739450 0.695766 
0.730037 0.773701 0.715821 
0.611322 0.234479 0.121625 
0.176390 0.480320 0.569546 
0.716654 0.688129 0.716994 
0.613624 0.253198 0.164219 
0.149836 0.531492 0.526234 
0.612302 0.231681 0.149291 
0.220409 0.479252 0.537972 
0.730455 0.773648 0.653039 
0.677919 0.746764 0.693129 
0.657989 0.285285 0.145929 
0.129775 0.408666 0.539094 
0.745053 0.702163 0.691791 
0.135712 0.509488 0.479502 
0.610782 0.204252 0.249173 
0.621870 0.282992 0.268463 
0.143134 0.482606 0.549386 
0.716540 0.739572 0.731738 
0.154525 0.425202 0.489257 
0.656038 0.299761 0.251716 
0.687246 0.751697 0.665033 
0.176768 0.535102 0.504803 
0.618411 0.237643 0.248724 
0.751669 0.721078 0.696740 
0.730152 0.702524 0.652978 
0.145757 0.545751 0.552479 
0.609783 0.200088 0.237866 
0.157891 0.456674 0.534732 
0.759738 0.732143 0.697898 
0.641445 0.278755 0.165597 
0.642435 0.231671 0.213617 
0.730334 0.778319 0.725096 
0.172425 0.497368 0.510068 
0.127196 0.473265 0.506681 
0.703273 0.717142 0.633476 
0.666772 0.278840 0.159124 
0.618374 0.609858 0.289800 
0.633094 0.744964 0.209579 
0.563987 0.228691 0.226623 
0.175474 0.416052 0.584640 
0.746923 0.677383 0.647964 
0.611620 0.215349 0.227884 
0.742088 0.748178 0.633957 
0.178905 0.465619 0.551785 
0.747894 0.761612 0.667299 
0.125166 0.431903 0.536242 
0.607007 0.300321 0.152666 
0.628030 0.219659 0.198371 
0.165482 0.496496 0.562732 
0.763976 0.731715 0.699896 
0.163508 0.517627 0.606013 
0.698978 0.684716 0.630084 
0.635484 0.238718 0.155951 
0.156365 0.503774 0.478487 
0.753526 0.719458 0.710778 
0.646861 0.258004 0.248334 
0.752274 0.740300 0.654296 
0.182701 0.534185 0.561823 
0.620844 0.228376 0.167066 
0.757396 0.740433 0.710805 
0.137411 0.473138 0.581633 
0.616662 0.288843 0.121429 
0.149366 0.482549 0.472297 
0.666356 0.258400 0.156468 
0.720865 0.752168 0.737856 
0.156047 0.457964 0.601016 
0.698443 0.793215 0.713324 
0.665532 0.251935 0.145301 
0.167443 0.497550 0.607962 
0.600461 0.223203 0.129650 
0.745975 0.758064 0.618903 
0.189783 0.461277 0.527642 
0.618138 0.207174 0.195705 
0.710966 0.734675 0.644913 
0.650181 0.227751 0.238270 
0.136032 0.454001 0.506122 
0.712444 0.783824 0.702105 
0.160799 0.452569 0.474864 
0.689007 0.760339 0.704649 
0.659700 0.261146 0.182705 
0.641966 0.264005 0.239722 
0.687355 0.697096 0.628592 
0.145053 0.513290 0.537558 
0.624816 0.229787 0.249167 
0.173346 0.536018 0.518152 
0.737921 0.690452 0.644309 
0.600640 0.204738 0.154368 
0.746830 0.761572 0.645841 
0.148963 0.537912 0.536257 
0.624169 0.212415 0.154193 
0.125181 0.439543 0.522222 
0.706526 0.733379 0.675360 
0.722030 0.640446 0.220173 
0.160642 0.469604 0.483879 
0.648297 0.691724 0.708852 
0.620782 0.269334 0.682038 
0.564189 0.240045 0.243662 
0.696484 0.773896 0.664306 
0.677197 0.340898 0.241788 
0.200883 0.520797 0.550512 
0.155893 0.400924 0.586759 
0.693363 0.786908 0.159051 
0.656513 0.261550 0.668216 
0.593410 0.193623 0.213092 
0.744664 0.742208 0.698958 
0.189324 0.494824 0.499428 
0.737082 0.743464 0.711433 
0.610965 0.258143 0.204900 
0.129289 0.460767 0.501364 
0.581071 0.775254 0.234572 
0.765671 0.677041 0.665505 
0.149339 0.416917 0.525871 
0.562179 0.289412 0.301889 
0.696960 0.692154 0.646299 
0.627492 0.235855 0.231731 
0.143468 0.523019 0.538720 
0.137640 0.448071 0.526955 
0.710014 0.756427 0.666855 
0.652192 0.268985 0.252290 
0.650273 0.256467 0.164022 
0.149206 0.510643 0.591982 
0.768025 0.728636 0.703995 
0.747518 0.717336 0.694158 
0.141688 0.506916 0.503088 
0.643610 0.267884 0.256341 
0.645725 0.248880 0.233035 
0.145497 0.506740 0.534353 
0.723638 0.714817 0.692113 
0.709732 0.716273 0.697711 
0.620372 0.266356 0.155698 
0.222714 0.474030 0.517874 
0.570131 0.648525 0.240343 
0.701069 0.715935 0.701462 
0.629320 0.271317 0.278647 
0.149704 0.459773 0.567432 
0.613552 0.283806 0.157140 
0.132802 0.499061 0.482156 
0.726088 0.739645 0.734794 
0.613009 0.272604 0.241927 
0.745078 0.768270 0.666580 
0.202017 0.461699 0.534505 
0.612785 0.275139 0.239898 
0.725744 0.754913 0.683357 
0.169698 0.456737 0.556557 
0.690676 0.793405 0.202171 
0.650199 0.258405 0.724619 
0.163010 0.426349 0.540506 
0.663413 0.264754 0.660829 
0.716566 0.765401 0.211127 
0.166869 0.476655 0.492684 
0.675114 0.273196 0.680053 
0.128782 0.436854 0.552104 
0.716212 0.730969 0.220087 
0.650706 0.275202 0.720640 
0.711257 0.793230 0.192356 
0.151817 0.449073 0.531496 
0.141793 0.435243 0.473333 
0.704832 0.796476 0.173385 
0.655070 0.270189 0.693910 
0.663559 0.273571 0.645917 
0.706675 0.779413 0.214443 
0.142084 0.483814 0.521617 
0.679457 0.340559 0.736273 
0.688086 0.709083 0.221806 
0.541522 0.205254 0.183553 
0.178784 0.534651 0.518584 
0.158118 0.514590 0.584468 
0.755059 0.708580 0.633481 
0.587754 0.244114 0.146767 
0.717837 0.734981 0.701328 
0.150816 0.494817 0.550709 
0.627217 0.261030 0.238764 
0.568610 0.191830 0.162623 
0.177736 0.473288 0.548307 
0.642816 0.808866 0.711172 
0.729608 0.706413 0.578626 
0.644260 0.245428 0.233979 
0.133947 0.480348 0.524964 
0.741056 0.755285 0.670124 
0.154216 0.554524 0.518843 
0.602250 0.238489 0.201355 
0.739711 0.771440 0.656954 
0.623066 0.252394 0.205912 
0.713691 0.767896 0.683158 
0.171767 0.462746 0.530398 
0.543317 0.683325 0.216254 
0.212785 0.447367 0.533532 
0.691863 0.717573 0.302628 
0.660696 0.263009 0.712946 
0.660887 0.263153 0.226189 
0.685248 0.781175 0.736921 
0.184633 0.444598 0.512617 
0.136352 0.396971 0.517069 
0.657838 0.243393 0.186574 
0.695204 0.793179 0.719123 
0.123693 0.407834 0.541627 
0.662787 0.245436 0.649095 
0.686932 0.758173 0.242496 
0.670747 0.795133 0.186068 
0.667147 0.268152 0.707985 
0.159876 0.471303 0.572343 
0.684689 0.306770 0.733464 
0.148901 0.391764 0.495770 
0.645875 0.779625 0.159939 
0.671636 0.269133 0.732351 
0.677197 0.797020 0.191004 
0.160321 0.422983 0.567640 
0.759905 0.731137 0.662073 
0.135988 0.486439 0.561365 
0.587103 0.299306 0.186073 
0.756453 0.739687 0.661255 
0.152190 0.441725 0.538078 
0.575153 0.207317 0.155862 
0.617112 0.245948 0.177130 
0.711261 0.692607 0.707198 
0.178181 0.511728 0.505596 
0.638965 0.238663 0.179262 
0.690679 0.696920 0.632366 
0.182179 0.517880 0.511629 
0.160387 0.575288 0.592191 
0.562467 0.198580 0.152705 
0.757124 0.717825 0.684163 
0.713386 0.698848 0.737349 
0.123802 0.487608 0.518477 
0.663587 0.258690 0.227484 
0.666162 0.249256 0.161433 
0.200570 0.470417 0.559035 
0.673923 0.700228 0.721458 
0.228370 0.484181 0.532750 
0.583787 0.219543 0.194311 
0.739057 0.735467 0.666002 
0.202179 0.446050 0.524602 
0.672444 0.285957 0.217471 
0.705881 0.765141 0.742902 
0.622716 0.227668 0.139130 
0.141784 0.500551 0.583235 
0.720734 0.760802 0.662388 
0.590511 0.268323 0.154761 
0.141355 0.521839 0.581040 
0.737653 0.699013 0.635338 
0.674806 0.290762 0.633696 
0.699900 0.800652 0.202164 
0.134401 0.429216 0.513535 
0.663707 0.245599 0.711777 
0.136046 0.386205 0.472857 
0.672894 0.771125 0.161764 
0.749940 0.731280 0.722520 
0.165872 0.542177 0.511202 
0.585518 0.207115 0.188604 
0.643803 0.231742 0.230824 
0.732050 0.774970 0.664285 
0.175012 0.527923 0.531339 
0.747034 0.721705 0.712284 
0.609431 0.224512 0.122645 
0.193808 0.521380 0.508387 
0.646064 0.266568 0.218180 
0.743785 0.711418 0.681980 
0.135581 0.486709 0.527913 
0.637114 0.728241 0.140046 
0.601475 0.302798 0.588665 
0.722639 0.588816 0.640558 
0.148525 0.474199 0.580291 
0.130473 0.528051 0.554124 
0.592203 0.286413 0.240785 
0.763830 0.717888 0.643125 
0.729408 0.783678 0.652403 
0.656368 0.243562 0.199303 
0.163284 0.481180 0.557253 
0.175125 0.470565 0.536967 
0.751600 0.761962 0.658672 
0.605757 0.249638 0.132335 
0.660087 0.296290 0.193521 
0.131169 0.437416 0.511685 
0.697887 0.777491 0.664334 
0.732947 0.740832 0.629495 
0.604643 0.238357 0.121559 
0.159640 0.453378 0.596086 
0.591493 0.212883 0.187222 
0.274995 0.446783 0.566032 
0.756620 0.711293 0.703649 
0.204914 0.588386 0.507038 
0.615548 0.243248 0.166554 
0.732822 0.775596 0.730527 
0.167279 0.530988 0.505219 
0.166851 0.552724 0.533922 
0.628355 0.217759 0.252680 
0.757491 0.715762 0.681333 
0.685799 0.729925 0.711220 
0.677565 0.297188 0.158636 
0.135223 0.428139 0.503329 
0.602003 0.781447 0.168248 
0.580709 0.292408 0.226827 
0.176120 0.442384 0.511338 
0.742678 0.661543 0.683200 
0.588424 0.287860 0.231704 
0.754381 0.719262 0.678311 
0.151192 0.501001 0.573282 
0.586323 0.265427 0.222742 
0.749879 0.730008 0.645773 
0.189514 0.475215 0.519871 
0.703405 0.705860 0.665479 
0.133810 0.448081 0.520819 
0.666922 0.272417 0.231064 
0.734858 0.726145 0.668252 
0.182015 0.473846 0.542472 
0.624120 0.223305 0.209675 
0.639760 0.275970 0.240381 
0.712303 0.778611 0.714630 
0.175984 0.434389 0.507945 
0.641871 0.244329 0.200986 
0.180758 0.492791 0.548022 
0.696028 0.765049 0.658661 
0.757351 0.746601 0.693442 
0.156784 0.525295 0.576252 
0.599700 0.264182 0.246235 
0.712640 0.744139 0.695839 
0.170010 0.498167 0.558645 
0.639118 0.229835 0.158245 
0.631376 0.249492 0.196628 
0.144485 0.497928 0.575778 
0.729325 0.776666 0.713905 
0.213339 0.503616 0.570632 
0.732129 0.777907 0.625298 
0.606569 0.229023 0.157859 
0.731444 0.754843 0.664022 
0.608857 0.247488 0.131355 
0.193723 0.478155 0.572880 
0.752936 0.759005 0.671425 
0.208484 0.521984 0.539424 
0.588464 0.244753 0.141638 
0.729423 0.740161 0.663626 
0.609016 0.199050 0.266947 
0.149141 0.464312 0.513435 
0.738281 0.705409 0.643628 
0.137000 0.505533 0.520282 
0.590226 0.272535 0.170640 
0.627713 0.269195 0.179404 
0.178219 0.445028 0.566896 
0.716425 0.760962 0.739606 
0.746528 0.756531 0.663176 
0.585132 0.204496 0.167674 
0.126230 0.493237 0.556257 
0.616404 0.204488 0.120607 
0.730845 0.677041 0.690770 
0.148310 0.563707 0.560528 
0.163004 0.455478 0.537696 
0.753143 0.729920 0.687578 
0.649360 0.260026 0.231437 
0.702709 0.718400 0.731812 
0.126128 0.539685 0.530337 
0.636525 0.256972 0.238728 
0.730227 0.706507 0.706001 
0.151046 0.522508 0.502818 
0.609448 0.274271 0.191293 
0.611133 0.280665 0.268323 
0.125703 0.517740 0.523854 
0.732315 0.695183 0.657864 
0.175776 0.468182 0.517097 
0.644287 0.222636 0.718511 
0.709419 0.778196 0.650955 
0.641325 0.232324 0.158913 
0.740022 0.772459 0.706794 
0.227731 0.524747 0.543802 
0.246080 0.385745 0.447305 
0.628759 0.296418 0.222186 
0.773646 0.718110 0.697059 
0.559485 0.261865 0.169104 
0.207837 0.521443 0.543550 
0.660608 0.277696 0.264374 
0.127641 0.417744 0.486427 
0.693583 0.790986 0.722758 
0.663974 0.290598 0.151549 
0.149597 0.452998 0.593781 
0.688418 0.785221 0.708491 
0.699034 0.711678 0.709317 
0.143060 0.482504 0.497318 
0.652144 0.270484 0.278303 
0.199241 0.494245 0.515546 
0.737291 0.716551 0.721400 
0.621363 0.267750 0.164966 
0.613379 0.266108 0.203887 
0.174980 0.439936 0.558285 
0.738450 0.759017 0.666145 
0.120937 0.415354 0.522503 
0.646888 0.254708 0.234937 
0.687056 0.731193 0.661782 
0.139837 0.481930 0.581429 
0.677812 0.276218 0.197679 
0.727919 0.783947 0.657617 
0.139106 0.520260 0.517600 
0.640596 0.224727 0.131360 
0.709892 0.766879 0.674398 
0.704863 0.749021 0.726257 
0.631439 0.235348 0.187670 
0.156244 0.491375 0.511527 
0.774422 0.702524 0.657500 
0.150377 0.572783 0.520184 
0.618240 0.206764 0.218164 
0.166002 0.438015 0.482468 
0.697930 0.789891 0.716957 
0.646425 0.255207 0.281689 
0.612553 0.226609 0.243104 
0.168330 0.488455 0.550467 
0.747339 0.738617 0.641245 
0.656821 0.234516 0.257473 
0.685215 0.704759 0.741244 
0.144524 0.499022 0.467673 
0.694430 0.773632 0.205628 
0.668450 0.270941 0.640283 
0.142019 0.431186 0.526157 
0.661965 0.261375 0.203453 
0.130056 0.458269 0.549877 
