"Rc/Ra" "d37Cl" "d81Br" 
0.619210 0.239942 0.221829 
0.750849 0.732471 0.674846 
0.696632 0.773828 0.689870 
0.650848 0.294174 0.218831 
0.139194 0.461184 0.506030 
0.616086 0.766976 0.219290 
0.748713 0.665217 0.699642 
0.551615 0.280263 0.190604 
0.177708 0.445678 0.563248 
0.670138 0.710655 0.660378 
0.669894 0.271007 0.233560 
0.135779 0.462478 0.531720 
0.219799 0.453473 0.518694 
0.665942 0.274885 0.143331 
0.682723 0.765491 0.714206 
0.146615 0.474892 0.559400 
0.720155 0.714052 0.639487 
0.616604 0.205314 0.164378 
0.630411 0.238816 0.170754 
0.727383 0.739044 0.724315 
0.161165 0.538016 0.498896 
0.747852 0.760221 0.682189 
0.620247 0.204492 0.198770 
0.147218 0.490223 0.577637 
0.733238 0.763959 0.657069 
0.596059 0.228510 0.174442 
0.129989 0.464762 0.525668 
0.712225 0.786584 0.735997 
0.629614 0.222569 0.243141 
0.132880 0.457295 0.521429 
0.738108 0.693166 0.731587 
0.128503 0.546614 0.509836 
0.607742 0.236723 0.202181 
0.652329 0.232361 0.214494 
0.163863 0.510371 0.514548 
0.766773 0.709930 0.710719 
0.658692 0.236971 0.655308 
0.699902 0.792721 0.175610 
0.134889 0.475878 0.496008 
0.136088 0.473445 0.493051 
0.667284 0.256560 0.655870 
0.716176 0.707149 0.223225 
0.752462 0.752228 0.698284 
0.572802 0.225288 0.140585 
0.208060 0.482953 0.521102 
0.648044 0.226661 0.175580 
0.185964 0.508285 0.553673 
0.697367 0.798909 0.733064 
0.576902 0.703368 0.139871 
0.643580 0.232105 0.190098 
0.166055 0.521757 0.580862 
0.690433 0.767013 0.673693 
0.703144 0.704411 0.663635 
0.631307 0.214779 0.213985 
0.154661 0.514516 0.529204 
0.576455 0.257050 0.174620 
0.756425 0.713503 0.663820 
0.173591 0.511953 0.597482 
0.149253 0.505204 0.535262 
0.610795 0.242690 0.232413 
0.717912 0.741685 0.715942 
0.651579 0.255232 0.132245 
0.125810 0.410589 0.549100 
0.682683 0.753071 0.663060 
0.163376 0.504552 0.530690 
0.656792 0.256091 0.174225 
0.725231 0.710016 0.701901 
0.138123 0.438980 0.483231 
0.735232 0.775136 0.694585 
0.635351 0.293055 0.213137 
0.751547 0.716397 0.694719 
0.613634 0.251544 0.140500 
0.142403 0.524004 0.585772 
0.700177 0.718469 0.711253 
0.639671 0.260516 0.214928 
0.141882 0.438416 0.484218 
0.618241 0.236278 0.267311 
0.735519 0.762516 0.687614 
0.131142 0.548479 0.549815 
0.158060 0.440221 0.590834 
0.613156 0.207038 0.199788 
0.731328 0.749037 0.656020 
0.728890 0.750951 0.632596 
0.160358 0.512839 0.566360 
0.604576 0.222529 0.129895 
0.221288 0.476857 0.543951 
0.640637 0.261947 0.125447 
0.711482 0.762059 0.637812 
0.631266 0.247805 0.284288 
0.699646 0.741423 0.699849 
0.156693 0.495758 0.499321 
0.123060 0.485898 0.507370 
0.658637 0.271551 0.167552 
0.709325 0.716023 0.738559 
0.625449 0.252239 0.158430 
0.716569 0.776448 0.645988 
0.175935 0.513458 0.508223 
0.179406 0.501127 0.614432 
0.551552 0.236562 0.160536 
0.770666 0.727055 0.628275 
0.740232 0.708840 0.720226 
0.154247 0.519697 0.528236 
0.624918 0.218523 0.152252 
0.140025 0.474835 0.499638 
0.752576 0.731110 0.691940 
0.620173 0.285592 0.240164 
0.618228 0.216694 0.185957 
0.739207 0.736800 0.637485 
0.167377 0.441515 0.551720 
0.588691 0.709725 0.202861 
0.709862 0.717715 0.731562 
0.203434 0.461717 0.518329 
0.644345 0.223751 0.189061 
0.676556 0.270169 0.215635 
0.691966 0.749116 0.705773 
0.137938 0.421608 0.553250 
0.689307 0.711630 0.280688 
0.668526 0.370356 0.156916 
0.666971 0.257860 0.629649 
0.159025 0.445658 0.538753 
0.190296 0.466002 0.545406 
0.601325 0.198361 0.146428 
0.730038 0.738109 0.638336 
0.713627 0.745564 0.704322 
0.612473 0.229511 0.246683 
0.214887 0.518210 0.501247 
0.141697 0.541875 0.562477 
0.616137 0.241683 0.134656 
0.723727 0.758818 0.688151 
0.605609 0.255908 0.184376 
0.720407 0.726655 0.661692 
0.225981 0.477330 0.531481 
0.131108 0.438014 0.496829 
0.716934 0.756645 0.731739 
0.619716 0.237334 0.191794 
0.204749 0.465223 0.515050 
0.645755 0.246347 0.139726 
0.730697 0.759053 0.729923 
0.742462 0.748307 0.591582 
0.197550 0.488176 0.511116 
0.675687 0.726593 0.729605 
0.596412 0.202639 0.215006 
0.531105 0.271350 0.168855 
0.185663 0.526722 0.556543 
0.646132 0.307461 0.325361 
0.707073 0.782248 0.638399 
0.656985 0.244062 0.225910 
0.192641 0.475156 0.531705 
0.686676 0.718267 0.670003 
0.654860 0.233091 0.143630 
0.226378 0.490296 0.523480 
0.714036 0.760229 0.686957 
0.727468 0.735133 0.669830 
0.614061 0.226897 0.199314 
0.136388 0.546060 0.578518 
0.707374 0.756815 0.673116 
0.165375 0.425664 0.510883 
0.635006 0.247100 0.167283 
0.723622 0.691597 0.533873 
0.716301 0.769493 0.699469 
0.624657 0.245926 0.215523 
0.135599 0.403752 0.565408 
0.648814 0.733142 0.143505 
0.610767 0.220732 0.227508 
0.713455 0.711140 0.642426 
0.171703 0.502765 0.573171 
0.745174 0.752390 0.658110 
0.162871 0.450917 0.537587 
0.623100 0.269874 0.246581 
0.632687 0.238456 0.199651 
0.212041 0.471705 0.502251 
0.752776 0.747889 0.704117 
0.636591 0.242470 0.243185 
0.132933 0.463311 0.496521 
0.758133 0.735366 0.668542 
0.133402 0.454111 0.557209 
0.663572 0.244610 0.178624 
0.698139 0.786851 0.673327 
0.161783 0.520042 0.497849 
0.617305 0.206114 0.153358 
0.711037 0.739990 0.675553 
0.728050 0.723879 0.634390 
0.121361 0.430266 0.534978 
0.599982 0.207723 0.241096 
0.698560 0.702759 0.631909 
0.629697 0.221446 0.261549 
0.146728 0.495266 0.521032 
0.631589 0.216575 0.171705 
0.217092 0.478339 0.531381 
0.760778 0.748917 0.717769 
0.127212 0.483697 0.558488 
0.696123 0.753633 0.682792 
0.651146 0.264287 0.217471 
0.184792 0.454632 0.488636 
0.642995 0.232827 0.249730 
0.693479 0.705959 0.737954 
0.730696 0.759081 0.733061 
0.668214 0.270206 0.257673 
0.190312 0.459547 0.484873 
0.741171 0.729959 0.638847 
0.128948 0.441548 0.530510 
0.630886 0.284702 0.155969 
0.654495 0.255734 0.134357 
0.171592 0.492280 0.593249 
0.708877 0.725133 0.643252 
0.748855 0.761835 0.726154 
0.135385 0.417004 0.481985 
0.652545 0.284519 0.226083 
0.652231 0.274898 0.706331 
0.153597 0.438453 0.515077 
0.693790 0.760449 0.190642 
0.731049 0.743495 0.663793 
0.176143 0.494950 0.553223 
0.630343 0.232256 0.192339 
0.748588 0.690570 0.669585 
0.567552 0.222655 0.174247 
0.129660 0.530972 0.497575 
0.635826 0.269764 0.127314 
0.710833 0.748086 0.666845 
0.192928 0.445025 0.573000 
0.150634 0.488332 0.555396 
0.649750 0.274439 0.175999 
0.721676 0.745921 0.715348 
0.696374 0.800231 0.729770 
0.652937 0.244010 0.189440 
0.159560 0.488081 0.472366 
0.726985 0.767736 0.633395 
0.646279 0.263050 0.218586 
0.135627 0.434171 0.567375 
0.665496 0.287542 0.264505 
0.159279 0.429162 0.519805 
0.698391 0.792349 0.651703 
0.138488 0.391705 0.509797 
0.684020 0.307686 0.244528 
0.682295 0.786343 0.663350 
0.628234 0.233548 0.261181 
0.152332 0.527438 0.484731 
0.704219 0.685150 0.714194 
0.720523 0.791193 0.734995 
0.645345 0.236338 0.206119 
0.174418 0.458330 0.488857 
0.705063 0.787038 0.738340 
0.633827 0.231528 0.184232 
0.165726 0.410969 0.521166 
0.741812 0.614819 0.652582 
0.145566 0.563550 0.541945 
0.581769 0.192487 0.221571 
0.587777 0.767431 0.227127 
0.629015 0.231324 0.199558 
0.742186 0.767004 0.716871 
0.130421 0.521315 0.495478 
0.635055 0.272038 0.236921 
0.763538 0.731533 0.686911 
0.157254 0.489762 0.519263 
0.753999 0.732670 0.709641 
0.578637 0.194843 0.154162 
0.134688 0.436784 0.522547 
0.138162 0.484360 0.491085 
0.618111 0.281918 0.234960 
0.741629 0.753210 0.666472 
0.640359 0.251593 0.155517 
0.196772 0.494439 0.561933 
0.712920 0.721558 0.683326 
0.649285 0.242197 0.200611 
0.131724 0.449255 0.508867 
0.702220 0.747533 0.645428 
0.755213 0.705066 0.709667 
0.584682 0.272839 0.148789 
0.178743 0.516186 0.498759 
0.770376 0.716289 0.703599 
0.612933 0.213993 0.178654 
0.201516 0.515030 0.537021 
0.744830 0.717356 0.639646 
0.609666 0.245966 0.230400 
0.131674 0.528319 0.527380 
0.633904 0.280317 0.246477 
0.130898 0.474662 0.491513 
0.717611 0.717257 0.657341 
0.126210 0.414122 0.524051 
0.736651 0.749159 0.648075 
0.622238 0.295328 0.215266 
0.660634 0.252936 0.264111 
0.687182 0.756567 0.631088 
0.154197 0.493784 0.509132 
0.635542 0.265868 0.171303 
0.709818 0.746284 0.723085 
0.206984 0.480087 0.518383 
0.133547 0.424321 0.518205 
0.709412 0.795073 0.637990 
0.641125 0.239695 0.271030 
0.716480 0.725861 0.712894 
0.654277 0.232702 0.134924 
0.149266 0.545184 0.538036 
0.662844 0.266266 0.185613 
0.189310 0.438888 0.520126 
0.704843 0.772839 0.741925 
0.139248 0.558244 0.546687 
0.583835 0.261586 0.172935 
0.769666 0.697805 0.670060 
0.624351 0.217138 0.180659 
0.728721 0.731752 0.705089 
0.142951 0.561467 0.526212 
0.620985 0.246187 0.243439 
0.149714 0.520069 0.519224 
0.715993 0.720337 0.703272 
0.620474 0.211996 0.199568 
0.704946 0.740521 0.662621 
0.134917 0.552233 0.498412 
0.699892 0.756831 0.645112 
0.141105 0.538500 0.510564 
0.648008 0.236153 0.176281 
0.181614 0.500567 0.521711 
0.636747 0.215807 0.200143 
0.691068 0.699798 0.664119 
0.240981 0.480771 0.525700 
0.730790 0.778438 0.696591 
0.621505 0.259645 0.150657 
0.732798 0.657593 0.698600 
0.606874 0.737090 0.675029 
0.164128 0.411189 0.507410 
0.623079 0.302503 0.123599 
0.684760 0.739725 0.737135 
0.665816 0.262099 0.173097 
0.183294 0.465418 0.500037 
0.727673 0.778447 0.688542 
0.636345 0.254682 0.171205 
0.126154 0.411953 0.489215 
0.660741 0.272404 0.135871 
0.739959 0.754376 0.706601 
0.188389 0.449217 0.545268 
0.632099 0.224341 0.204022 
0.237169 0.497964 0.516105 
0.745406 0.740209 0.694387 
0.612663 0.286830 0.187388 
0.202671 0.470417 0.539440 
0.612576 0.696645 0.286585 
0.705317 0.637421 0.629809 
0.139535 0.544913 0.503133 
0.612739 0.220854 0.221302 
0.752648 0.742588 0.712366 
0.593475 0.229252 0.214675 
0.749468 0.728615 0.697397 
0.157166 0.568831 0.542379 
0.753113 0.739139 0.711918 
0.614229 0.240993 0.143588 
0.160646 0.493707 0.538195 
0.703498 0.720707 0.708995 
0.144619 0.471321 0.560779 
0.631839 0.289194 0.161381 
0.643742 0.230743 0.153115 
0.691741 0.707476 0.723770 
0.204609 0.506250 0.525364 
0.677321 0.278896 0.159874 
0.152061 0.385811 0.512990 
0.686180 0.806039 0.730764 
0.724736 0.742986 0.726407 
0.153419 0.429927 0.581008 
0.626029 0.308755 0.125843 
0.157981 0.477315 0.535466 
0.675392 0.807844 0.652264 
0.665404 0.269031 0.140219 
0.723690 0.743241 0.648812 
0.619233 0.227249 0.230175 
0.148700 0.468500 0.515752 
0.699072 0.704512 0.687319 
0.157039 0.461845 0.517199 
0.635085 0.276583 0.185990 
0.563627 0.707047 0.238266 
0.622912 0.238215 0.154275 
0.724273 0.770171 0.705708 
0.170314 0.454270 0.567198 
0.677053 0.272412 0.173620 
0.129627 0.484872 0.525821 
0.676331 0.715598 0.650835 
0.179336 0.498880 0.503631 
0.650296 0.249121 0.259388 
0.744570 0.710728 0.674363 
0.631029 0.217252 0.212556 
0.713067 0.689804 0.696743 
0.163722 0.513891 0.490741 
0.593145 0.211026 0.153881 
0.728598 0.718382 0.708448 
0.137614 0.526053 0.575780 
0.144920 0.459489 0.592188 
0.749705 0.733597 0.616844 
0.579657 0.238575 0.179052 
0.155312 0.519932 0.494082 
0.600402 0.215567 0.260684 
0.756705 0.722240 0.693281 
0.127126 0.542813 0.531815 
0.602568 0.227966 0.175923 
0.735041 0.695690 0.731717 
0.635234 0.276390 0.227449 
0.713783 0.746502 0.631436 
0.140621 0.493608 0.578642 
0.147456 0.487984 0.511226 
0.636078 0.242272 0.231706 
0.706526 0.790380 0.686458 
0.744342 0.730768 0.626962 
0.578944 0.208722 0.204518 
0.199335 0.496660 0.567014 
0.588261 0.211931 0.207307 
0.763178 0.720439 0.688729 
0.121178 0.494708 0.523113 
0.665524 0.270819 0.154503 
0.167782 0.422357 0.530783 
0.675645 0.778553 0.654460 
0.145552 0.466961 0.462559 
0.672571 0.264425 0.239261 
0.673797 0.774258 0.737843 
0.731416 0.731741 0.701897 
0.616623 0.274382 0.245249 
0.149670 0.484138 0.560111 
0.597318 0.205434 0.246199 
0.156817 0.552912 0.528623 
0.745669 0.746243 0.684685 
0.136257 0.493351 0.512990 
0.769965 0.731149 0.691081 
0.613438 0.227706 0.163091 
0.654501 0.242710 0.173079 
0.190820 0.497331 0.545322 
0.681365 0.752618 0.665735 
0.747728 0.750463 0.677480 
0.137672 0.470198 0.506962 
0.610683 0.270174 0.249479 
0.696751 0.750165 0.688446 
0.635770 0.256799 0.133029 
0.167840 0.445781 0.521647 
0.744503 0.687649 0.714637 
0.127526 0.536959 0.514261 
0.622970 0.262228 0.126045 
0.697748 0.775822 0.163457 
0.670653 0.263830 0.656956 
0.142075 0.468893 0.506878 
0.726929 0.688333 0.712513 
0.623149 0.240802 0.188536 
0.133346 0.544838 0.485353 
0.175190 0.441388 0.503264 
0.657952 0.283350 0.269016 
0.687434 0.754883 0.689992 
0.722480 0.757698 0.640919 
0.159276 0.441990 0.524195 
0.647019 0.249497 0.257641 
0.628179 0.239288 0.158076 
0.122613 0.508213 0.510107 
0.712634 0.697343 0.641458 
0.600904 0.252270 0.173148 
0.225452 0.496397 0.537252 
0.732008 0.726510 0.664556 
0.647818 0.266458 0.277165 
0.175049 0.493117 0.561128 
0.746118 0.765792 0.637508 
0.548573 0.304719 0.143587 
0.693264 0.755925 0.741537 
0.146539 0.488669 0.516996 
0.655282 0.277761 0.262983 
0.743696 0.727000 0.697310 
0.610525 0.209979 0.193932 
0.173903 0.465853 0.554428 
0.613107 0.280357 0.188613 
0.145476 0.446105 0.590866 
0.730703 0.724150 0.662679 
0.147594 0.509229 0.544029 
0.580175 0.253426 0.143246 
0.758406 0.709514 0.704526 
0.187191 0.518617 0.606862 
0.763182 0.720016 0.669919 
0.566766 0.268320 0.177183 
0.702852 0.695128 0.231485 
0.145749 0.516284 0.521177 
0.597195 0.239478 0.342380 
0.674371 0.301098 0.741690 
0.617417 0.243665 0.148682 
0.714482 0.735036 0.640787 
0.137650 0.489661 0.557584 
0.736090 0.722764 0.676677 
0.132877 0.506262 0.560913 
0.618782 0.243668 0.200335 
0.708293 0.772580 0.683640 
0.655376 0.261971 0.264295 
0.146468 0.488155 0.499268 
0.657291 0.246901 0.174572 
0.729541 0.743897 0.695219 
0.127009 0.490179 0.541785 
0.730970 0.598251 0.679129 
0.643969 0.695306 0.246563 
0.143720 0.473978 0.586218 
0.551639 0.312534 0.268690 
0.735670 0.780987 0.679372 
0.619333 0.213819 0.192033 
0.229954 0.483779 0.529455 
0.176538 0.516495 0.503636 
0.624925 0.208943 0.200963 
0.704377 0.745317 0.723343 
0.651869 0.265554 0.235794 
0.136653 0.419363 0.468704 
0.684575 0.752539 0.728886 
0.186714 0.447393 0.578516 
0.737359 0.752427 0.648914 
0.625406 0.249328 0.174307 
0.123079 0.417761 0.510108 
0.728686 0.752517 0.648557 
0.633417 0.357364 0.727944 
0.609669 0.278886 0.274352 
0.734089 0.752675 0.691254 
0.163706 0.450841 0.556891 
0.626441 0.300314 0.170608 
0.640463 0.277105 0.170583 
0.128283 0.450249 0.533703 
0.702488 0.753392 0.672031 
0.674453 0.796689 0.629130 
0.680095 0.302157 0.157872 
0.154114 0.388237 0.543840 
0.573301 0.193732 0.162684 
0.757373 0.730913 0.720490 
0.184985 0.571798 0.520684 
0.711664 0.710463 0.655406 
0.171308 0.482927 0.510288 
0.657044 0.245507 0.203698 
0.646350 0.293673 0.200553 
0.138367 0.439782 0.580710 
0.715594 0.734868 0.734389 
0.582788 0.218466 0.214133 
0.168294 0.571086 0.568897 
0.753580 0.757004 0.630911 
0.234880 0.514378 0.589904 
0.715771 0.745979 0.667662 
0.632291 0.259927 0.175933 
0.170982 0.389342 0.485004 
0.613821 0.233792 0.275524 
0.159100 0.464489 0.532203 
0.727993 0.784777 0.637044 
0.676693 0.274173 0.170462 
0.142049 0.450714 0.474033 
0.683511 0.738558 0.697678 
0.697571 0.737745 0.656121 
0.658137 0.277980 0.246281 
0.130618 0.424711 0.497996 
0.551092 0.215074 0.143804 
0.140431 0.565342 0.531482 
0.774398 0.697490 0.657260 
0.645131 0.287748 0.155168 
0.176710 0.466768 0.546982 
0.709802 0.781105 0.648064 
0.207003 0.473051 0.569362 
0.758819 0.732894 0.642932 
0.560228 0.237133 0.143957 
0.558430 0.257128 0.197208 
0.143398 0.525853 0.563087 
0.654879 0.293623 0.653605 
0.748363 0.754643 0.574963 
0.650619 0.253914 0.151449 
0.201487 0.492549 0.553834 
0.702097 0.785513 0.713521 
0.126633 0.426679 0.495535 
0.647310 0.283458 0.243258 
0.699304 0.728733 0.721204 
0.727209 0.765625 0.647693 
0.602598 0.221463 0.229554 
0.170318 0.471717 0.523500 
0.155712 0.442154 0.583691 
0.672809 0.268942 0.141257 
0.736668 0.745349 0.637819 
0.169942 0.458216 0.485828 
0.741513 0.728727 0.726065 
0.581429 0.191297 0.132193 
0.649423 0.256427 0.174237 
0.174507 0.474458 0.534432 
0.696648 0.727853 0.736767 
0.687950 0.773429 0.695139 
0.159162 0.419710 0.507295 
0.676923 0.291351 0.173549 
0.624373 0.267345 0.168230 
0.211974 0.459061 0.550263 
0.744977 0.762852 0.656757 
0.570012 0.714236 0.281924 
0.614577 0.228422 0.198119 
0.741372 0.634803 0.675727 
0.182458 0.442257 0.569369 
0.671899 0.301862 0.714879 
0.132870 0.404226 0.537743 
0.679625 0.742617 0.161568 
0.675081 0.269911 0.641427 
0.714038 0.721965 0.204661 
0.165523 0.442306 0.508433 
0.175677 0.442321 0.532954 
0.673499 0.271490 0.221264 
0.706125 0.732353 0.688307 
0.689874 0.772514 0.744222 
0.146497 0.545444 0.534351 
0.655456 0.233733 0.213806 
0.650173 0.275244 0.134592 
0.209803 0.462721 0.525626 
0.686068 0.761696 0.667776 
0.530212 0.259766 0.292348 
0.720442 0.734545 0.716405 
0.145714 0.435216 0.503358 
0.610579 0.255544 0.233643 
0.604965 0.216132 0.252298 
0.746507 0.754571 0.641042 
0.131393 0.473517 0.549628 
0.652408 0.292182 0.634525 
0.699844 0.777639 0.240001 
0.149468 0.441267 0.532007 
0.125267 0.456559 0.501079 
0.702175 0.793786 0.176840 
0.674476 0.287919 0.637694 
0.671252 0.267453 0.727638 
0.145712 0.436048 0.512704 
0.685079 0.721889 0.174660 
0.696213 0.789713 0.168269 
0.202862 0.437219 0.537899 
0.670536 0.282037 0.644053 
0.652689 0.271264 0.657951 
0.700054 0.732187 0.215064 
0.143835 0.441489 0.529177 
0.148159 0.502916 0.496489 
0.717071 0.742896 0.204102 
0.659720 0.256652 0.670088 
0.690240 0.739282 0.198976 
0.669932 0.270807 0.647192 
0.184577 0.463838 0.506346 
0.134213 0.441815 0.476716 
0.660742 0.269973 0.686691 
0.719537 0.756289 0.229778 
0.639461 0.705983 0.540262 
0.132075 0.456778 0.546925 
0.690714 0.707264 0.190930 
0.661291 0.268111 0.692259 
0.714581 0.764453 0.675608 
0.221819 0.466668 0.510267 
0.622005 0.254363 0.158519 
0.611166 0.574665 0.621658 
0.197687 0.510669 0.571866 
0.753610 0.719216 0.677868 
0.606760 0.235649 0.122071 
0.715304 0.624305 0.205189 
0.143261 0.522056 0.532938 
0.738413 0.753748 0.657398 
0.599935 0.198098 0.173355 
0.743913 0.719239 0.642363 
0.625996 0.228193 0.127501 
0.169863 0.495466 0.579760 
0.752641 0.630674 0.711486 
0.162293 0.390647 0.482319 
0.634939 0.779274 0.168640 
0.520909 0.287264 0.223892 
0.652183 0.232009 0.278148 
0.135408 0.542629 0.496597 
0.682379 0.767009 0.735535 
0.682816 0.737074 0.620976 
0.135177 0.433305 0.572973 
0.679314 0.295630 0.209998 
0.589014 0.266768 0.139702 
0.751546 0.756301 0.697717 
0.169585 0.527549 0.579645 
0.673524 0.270890 0.148352 
0.128493 0.425910 0.556076 
0.723102 0.768557 0.731058 
0.746517 0.726642 0.709374 
0.135875 0.444913 0.530090 
0.602914 0.302798 0.231182 
0.583512 0.775872 0.313992 
0.626824 0.209231 0.259975 
0.759490 0.747970 0.694230 
0.162628 0.529159 0.503632 
0.766898 0.706719 0.665122 
0.130260 0.520364 0.538303 
0.598041 0.283189 0.185117 
0.757198 0.723919 0.669799 
0.634862 0.223679 0.140739 
0.164847 0.476440 0.607284 
0.144659 0.496241 0.556223 
0.616851 0.233437 0.149409 
0.721202 0.743702 0.727021 
0.689813 0.798794 0.739477 
0.664571 0.296651 0.212414 
0.181474 0.423314 0.498829 
0.614806 0.241147 0.194290 
0.704275 0.690327 0.662729 
0.177744 0.516822 0.546551 
0.689850 0.793889 0.636303 
0.122842 0.495654 0.522916 
0.660006 0.278032 0.261063 
0.745806 0.746628 0.704945 
0.599355 0.283468 0.182863 
0.160358 0.506286 0.607932 
0.767343 0.735250 0.691204 
0.163710 0.577270 0.523247 
0.558933 0.208202 0.147659 
0.677220 0.275121 0.170943 
0.165911 0.405564 0.577111 
0.686247 0.787404 0.637884 
0.158007 0.552540 0.551565 
0.764490 0.716827 0.687852 
0.611478 0.202711 0.136795 
0.728443 0.778897 0.630377 
0.141770 0.421313 0.565858 
0.644297 0.230458 0.207145 
0.698453 0.742285 0.248631 
0.154132 0.496950 0.489759 
0.655987 0.255951 0.682947 
0.669363 0.261274 0.678715 
0.690195 0.780459 0.219181 
0.128683 0.434296 0.519639 
0.704696 0.799558 0.225413 
0.130695 0.408746 0.486744 
0.668150 0.272053 0.734574 
0.572388 0.301794 0.188454 
0.667269 0.265281 0.691820 
0.679410 0.730911 0.158131 
0.138906 0.441727 0.500867 
0.659504 0.248250 0.690136 
0.156967 0.513824 0.522711 
0.686502 0.767782 0.214515 
0.716640 0.742417 0.686498 
0.607554 0.208065 0.236755 
0.216049 0.487327 0.521282 
0.757908 0.719127 0.684139 
0.147763 0.501920 0.528925 
0.637147 0.263942 0.261703 
0.553309 0.428872 0.167105 
0.606295 0.239546 0.225383 
0.167088 0.481902 0.536103 
0.723575 0.754694 0.662934 
0.154168 0.524227 0.592083 
0.756199 0.745113 0.656400 
0.593320 0.196783 0.203656 
0.702997 0.762488 0.657234 
0.633839 0.217262 0.229080 
0.127374 0.442169 0.487253 
0.619801 0.253223 0.178978 
0.745639 0.753472 0.655052 
0.156547 0.522612 0.566373 
0.132072 0.490211 0.533563 
0.692938 0.719032 0.626873 
0.648539 0.277113 0.172104 
0.675118 0.285369 0.686926 
0.152837 0.432799 0.523315 
0.667513 0.765788 0.199165 
0.646182 0.245516 0.662186 
0.707973 0.781188 0.234248 
0.139029 0.526696 0.496469 
0.159078 0.475565 0.475829 
0.724682 0.707947 0.555132 
0.649405 0.244914 0.698845 
0.584245 0.689080 0.237853 
0.588723 0.782646 0.158500 
0.753055 0.618874 0.644136 
0.167123 0.426164 0.545938 
0.597187 0.290610 0.276120 
0.136638 0.509865 0.501198 
0.755250 0.747718 0.702478 
0.622826 0.231227 0.125976 
0.171508 0.464345 0.597528 
0.623858 0.275710 0.136023 
0.715545 0.715575 0.659737 
0.658419 0.239024 0.143947 
0.182847 0.483294 0.541315 
0.686903 0.781762 0.640382 
0.624384 0.249919 0.225106 
0.702398 0.712982 0.662833 
0.167079 0.507895 0.567207 
0.727499 0.720528 0.701855 
0.141555 0.441810 0.492447 
0.649632 0.292055 0.181862 
0.150136 0.429044 0.517450 
0.736109 0.756747 0.670379 
0.646248 0.238602 0.273472 
0.740164 0.763048 0.666205 
0.666473 0.283195 0.168254 
0.139963 0.466886 0.542500 
0.625702 0.218114 0.236357 
0.723217 0.695816 0.647572 
0.168479 0.514419 0.510099 
0.767112 0.709789 0.593075 
0.604101 0.293131 0.661668 
0.583674 0.708627 0.151175 
0.133806 0.483857 0.519525 
0.147125 0.505564 0.513035 
0.651685 0.251697 0.224177 
0.692032 0.761984 0.687860 
0.642200 0.235557 0.142974 
0.722975 0.779692 0.674904 
0.214165 0.458114 0.533927 
0.613887 0.253092 0.704162 
0.748937 0.754829 0.592134 
0.199828 0.454380 0.472785 
0.638674 0.353953 0.268301 
0.725475 0.729065 0.690154 
0.636408 0.253306 0.159014 
0.170137 0.466267 0.598257 
0.133753 0.428287 0.500280 
0.737675 0.776264 0.690180 
0.623820 0.221939 0.232011 
0.166217 0.493097 0.544054 
0.634077 0.214452 0.211309 
0.714003 0.743453 0.724986 
0.680009 0.790186 0.737040 
0.657616 0.288058 0.160887 
0.137286 0.435782 0.521859 
0.645692 0.228625 0.201197 
0.164744 0.448585 0.530163 
0.706531 0.713657 0.731710 
0.144365 0.496671 0.494635 
0.752560 0.721461 0.715810 
0.635251 0.261074 0.140596 
0.216613 0.468910 0.505989 
0.655200 0.242222 0.299441 
0.586030 0.711442 0.167738 
0.721778 0.648162 0.695925 
0.607521 0.199943 0.219777 
0.755021 0.758425 0.672193 
0.140763 0.481325 0.496037 
0.735501 0.768211 0.675017 
0.165054 0.515383 0.561460 
0.653888 0.235997 0.653814 
0.601561 0.786812 0.247079 
0.173816 0.469170 0.491170 
0.739062 0.753081 0.699037 
0.635220 0.279704 0.262792 
0.687401 0.746535 0.704614 
0.644091 0.232411 0.184201 
0.139735 0.469437 0.555107 
0.136024 0.440949 0.576624 
0.715737 0.785637 0.646468 
0.576226 0.273715 0.158091 
0.658512 0.380581 0.265604 
0.610153 0.219116 0.186061 
0.762708 0.732655 0.704168 
0.129739 0.520585 0.532221 
0.702031 0.751497 0.727105 
0.632407 0.211693 0.183133 
0.174467 0.540899 0.527084 
0.651722 0.271109 0.209213 
0.131380 0.467529 0.480149 
0.751902 0.727794 0.717996 
0.668490 0.755956 0.650711 
0.665407 0.258685 0.135398 
0.143956 0.439638 0.584649 
0.750160 0.741618 0.699876 
0.599571 0.247189 0.189794 
0.147115 0.535364 0.517952 
0.657859 0.251311 0.167446 
0.159516 0.510534 0.531004 
0.705861 0.765906 0.728306 
0.740700 0.734710 0.704894 
0.592745 0.214284 0.197536 
0.160461 0.439649 0.545267 
0.598493 0.223055 0.159344 
0.744264 0.720786 0.702065 
0.155172 0.522360 0.528776 
0.750297 0.724031 0.669199 
0.131898 0.523104 0.515227 
0.569227 0.245664 0.181612 
0.751139 0.749014 0.669220 
0.146930 0.442400 0.502703 
0.638803 0.297073 0.245188 
0.753155 0.759469 0.708681 
0.136587 0.428691 0.475595 
0.580706 0.238665 0.190357 
0.128957 0.538046 0.481057 
0.746673 0.705550 0.726431 
0.598807 0.277196 0.122902 
0.729878 0.756010 0.715698 
0.166004 0.432749 0.503936 
0.610006 0.275734 0.225311 
0.664989 0.285966 0.246551 
0.733714 0.739335 0.629555 
0.135778 0.452241 0.548408 
0.145798 0.473066 0.479312 
0.697855 0.780636 0.688792 
0.663288 0.280179 0.156130 
