"Li" "Na" "Mg" "K" "Ca" 
0.662008 0.007940 0.000487 0.001759 0.049129 
0.000231 0.000586 0.767054 0.010724 0.085752 
0.000092 0.006573 0.003405 0.010497 0.811895 
0.000025 0.035411 0.000630 0.642113 0.054023 
0.001072 0.653331 0.008317 0.000678 0.000031 
0.001236 0.013292 0.751754 0.021019 0.006044 
0.598440 0.000817 0.067570 0.002778 0.033465 
0.000109 0.002197 0.000076 0.001503 0.801868 
0.000030 0.022175 0.019343 0.642168 0.086794 
0.677593 0.001716 0.003338 0.012266 0.000806 
0.001165 0.634317 0.016390 0.002787 0.002514 
0.001218 0.042954 0.742179 0.043560 0.021891 
0.000109 0.000307 0.025808 0.000863 0.741680 
0.000072 0.002262 0.002971 0.641498 0.020183 
0.001750 0.005930 0.752275 0.000060 0.001228 
0.000383 0.725113 0.002932 0.003012 0.002279 
0.653808 0.027767 0.007834 0.011184 0.041321 
0.000536 0.643828 0.000781 0.001414 0.000044 
0.707848 0.052078 0.018074 0.018737 0.039583 
0.000072 0.000716 0.004068 0.639784 0.063803 
0.000076 0.006091 0.007619 0.008071 0.711398 
0.000970 0.003505 0.710186 0.003327 0.003348 
0.000349 0.702872 0.001132 0.000817 0.000484 
0.000917 0.006387 0.709098 0.015104 0.015165 
0.674967 0.080866 0.003991 0.010440 0.042722 
0.000076 0.000550 0.002407 0.007293 0.756103 
0.000172 0.021088 0.010456 0.633866 0.068353 
0.000103 0.707911 0.002874 0.001070 0.000821 
0.000035 0.002976 0.006275 0.005204 0.755737 
0.000917 0.012327 0.753325 0.016154 0.055775 
0.000771 0.000608 0.012654 0.641304 0.049330 
0.668545 0.018955 0.001555 0.002433 0.009126 
0.000103 0.716676 0.002509 0.001406 0.001287 
0.000086 0.003325 0.007817 0.023056 0.821211 
0.000125 0.002726 0.017504 0.640672 0.001102 
0.001817 0.002457 0.756301 0.001114 0.078574 
0.685086 0.018359 0.003222 0.005486 0.028361 
0.000841 0.013251 0.759952 0.015870 0.001503 
0.000461 0.000168 0.002980 0.014763 0.810273 
0.000106 0.704861 0.001240 0.002356 0.001263 
0.607231 0.005551 0.066173 0.002218 0.026527 
0.000063 0.014857 0.001468 0.642411 0.029881 
0.000102 0.003486 0.744726 0.001929 0.005003 
0.000461 0.007332 0.006482 0.012589 0.810790 
0.000301 0.701109 0.002528 0.000728 0.001263 
0.000063 0.012818 0.005234 0.633515 0.027864 
0.701663 0.094570 0.000988 0.014702 0.021570 
0.000177 0.002234 0.014943 0.627420 0.069405 
0.000708 0.603636 0.002476 0.001911 0.001263 
0.001101 0.007753 0.768339 0.038514 0.083208 
0.000024 0.004824 0.000588 0.001324 0.827679 
0.606230 0.057611 0.060429 0.000258 0.005848 
0.000024 0.002430 0.001212 0.009771 0.763126 
0.682959 0.000281 0.009994 0.004201 0.001990 
0.001308 0.010036 0.729356 0.015150 0.002689 
0.000161 0.693948 0.002812 0.001145 0.002282 
0.000383 0.017018 0.010335 0.640666 0.061616 
0.000136 0.043392 0.710089 0.019867 0.017946 
0.000199 0.695312 0.000202 0.000088 0.000207 
0.000211 0.000290 0.003334 0.641429 0.006313 
0.000024 0.012060 0.012437 0.001631 0.762085 
0.673653 0.003212 0.015692 0.013009 0.004211 
0.000225 0.025717 0.002810 0.622127 0.078747 
0.000024 0.000672 0.005355 0.003332 0.734794 
0.000199 0.687238 0.001336 0.000742 0.002182 
0.001682 0.003295 0.766243 0.025935 0.000733 
0.682429 0.064810 0.029391 0.003583 0.032966 
0.000199 0.648149 0.003523 0.002316 0.000325 
0.000225 0.040239 0.011756 0.616989 0.061824 
0.001100 0.014961 0.726451 0.000143 0.006532 
0.000024 0.001091 0.000715 0.014317 0.778412 
0.672717 0.004003 0.002796 0.020103 0.009243 
0.000199 0.722344 0.004936 0.011688 0.000905 
0.000024 0.000371 0.002237 0.001521 0.778554 
0.000402 0.020425 0.021359 0.622417 0.003214 
0.000921 0.004797 0.733006 0.000756 0.010890 
0.654834 0.086761 0.002795 0.004844 0.035047 
0.000268 0.009545 0.001588 0.633932 0.057828 
0.000017 0.002446 0.002352 0.003883 0.766206 
0.000320 0.665983 0.008252 0.000743 0.001564 
0.000128 0.011287 0.714196 0.013891 0.000766 
0.646783 0.092119 0.017789 0.007755 0.011089 
0.000155 0.033533 0.025608 0.620934 0.071796 
0.000017 0.005528 0.016012 0.001321 0.776522 
0.661224 0.059169 0.000339 0.002361 0.048979 
0.001054 0.672985 0.003860 0.002953 0.000618 
0.000121 0.000255 0.743481 0.011133 0.006384 
0.000017 0.003322 0.008518 0.000770 0.796517 
0.000066 0.010324 0.000999 0.626680 0.074289 
0.635637 0.034952 0.016065 0.015383 0.043819 
0.001790 0.003200 0.740139 0.015008 0.002434 
0.000589 0.692115 0.000488 0.000433 0.000856 
0.681603 0.000142 0.000892 0.016070 0.013662 
0.000074 0.001675 0.005555 0.010501 0.791150 
0.002317 0.025444 0.762626 0.001705 0.000225 
0.000460 0.638896 0.001658 0.004993 0.001158 
0.000070 0.030742 0.013798 0.594848 0.014138 
0.000070 0.005720 0.001036 0.640407 0.037009 
0.000101 0.006616 0.732775 0.016718 0.001239 
0.000468 0.595653 0.004065 0.002258 0.001425 
0.000439 0.000473 0.002049 0.013819 0.802844 
0.696920 0.063110 0.004620 0.000922 0.036864 
0.000270 0.003179 0.011779 0.000470 0.785919 
0.000720 0.621985 0.000162 0.004049 0.003385 
0.000070 0.033676 0.016773 0.626727 0.013372 
0.000101 0.024133 0.711937 0.005940 0.000814 
0.663132 0.001160 0.002632 0.015124 0.019395 
0.000160 0.003226 0.740020 0.000789 0.042130 
0.000715 0.707568 0.000161 0.003453 0.001039 
0.655189 0.059752 0.067809 0.006061 0.013465 
0.000270 0.009075 0.001041 0.010093 0.754514 
0.000066 0.004182 0.008139 0.637742 0.023520 
0.000066 0.004456 0.021345 0.633522 0.034296 
0.000403 0.000751 0.008703 0.000937 0.823935 
0.669028 0.041159 0.000021 0.000147 0.041574 
0.000510 0.685496 0.001588 0.008278 0.001200 
0.000139 0.036039 0.740489 0.010061 0.002989 
0.000337 0.705673 0.002191 0.000625 0.000617 
0.000066 0.017003 0.009746 0.632139 0.042769 
0.000114 0.002995 0.725488 0.016094 0.000145 
0.000455 0.001463 0.002692 0.004735 0.790479 
0.655090 0.085963 0.056789 0.003156 0.009521 
0.000114 0.014986 0.757581 0.022276 0.082836 
0.000452 0.000493 0.015008 0.005386 0.792326 
0.000057 0.002459 0.000538 0.593633 0.040930 
0.654948 0.003461 0.013256 0.002790 0.006465 
0.000210 0.718046 0.000079 0.002044 0.002491 
0.000057 0.013011 0.024992 0.609682 0.047840 
0.000210 0.751184 0.000986 0.001623 0.002213 
0.000694 0.015360 0.737521 0.001800 0.000096 
0.000094 0.001701 0.002307 0.007297 0.722356 
0.677236 0.078643 0.010116 0.008926 0.047936 
0.000879 0.665636 0.000091 0.000220 0.006023 
0.000094 0.002183 0.004020 0.030199 0.779152 
0.000737 0.001738 0.751357 0.004595 0.077066 
0.664334 0.006598 0.053683 0.004671 0.004223 
0.000155 0.032959 0.015558 0.630733 0.026478 
0.000955 0.004577 0.760259 0.022443 0.000827 
0.680334 0.067919 0.007660 0.006202 0.012596 
0.000656 0.681341 0.003328 0.000053 0.001092 
0.000094 0.001236 0.009419 0.001914 0.708392 
0.000155 0.022858 0.001529 0.639153 0.080931 
0.000040 0.000015 0.753367 0.021432 0.001715 
0.000094 0.006855 0.002799 0.000835 0.806257 
0.000003 0.021533 0.001969 0.589700 0.000590 
0.000630 0.569242 0.014966 0.008969 0.004202 
0.682941 0.097663 0.005303 0.001721 0.039659 
0.000167 0.005253 0.761170 0.013922 0.000259 
0.000094 0.002845 0.010013 0.002866 0.713984 
0.000243 0.034586 0.002578 0.628974 0.075424 
0.000630 0.695697 0.001765 0.001085 0.002322 
0.671698 0.002785 0.036198 0.011680 0.044265 
0.001033 0.669673 0.003901 0.002225 0.000977 
0.000167 0.001128 0.729098 0.014184 0.001484 
0.000094 0.024673 0.011530 0.012862 0.755660 
0.659537 0.001072 0.014180 0.001483 0.068813 
0.000243 0.024812 0.001589 0.639830 0.066860 
0.000025 0.002923 0.008589 0.001554 0.801521 
0.683472 0.026803 0.003741 0.002595 0.000423 
0.000820 0.596639 0.000386 0.003139 0.000501 
0.000103 0.000006 0.728752 0.003555 0.029639 
0.000401 0.038932 0.004154 0.627595 0.016419 
0.000401 0.005895 0.014535 0.640301 0.072137 
0.000211 0.674185 0.000798 0.000856 0.000899 
0.000054 0.001240 0.009480 0.001125 0.739851 
0.000119 0.019398 0.762868 0.005891 0.001671 
0.656539 0.026926 0.042714 0.016892 0.016374 
0.000866 0.002102 0.749823 0.018072 0.004225 
0.000156 0.649169 0.000919 0.000068 0.000561 
0.000401 0.040490 0.012809 0.610084 0.015733 
0.000054 0.002827 0.002050 0.002947 0.718814 
0.667239 0.038743 0.020592 0.008132 0.048461 
0.000156 0.650453 0.001745 0.000554 0.000561 
0.000054 0.002227 0.000044 0.003376 0.702768 
0.000401 0.015407 0.003048 0.635034 0.077759 
0.000866 0.008360 0.753357 0.016928 0.035584 
0.665226 0.045430 0.014261 0.009342 0.001292 
0.000401 0.003626 0.021537 0.641061 0.039890 
0.000156 0.617366 0.003601 0.000652 0.000286 
0.001109 0.000811 0.762610 0.004494 0.006113 
0.652864 0.036220 0.012158 0.013182 0.024311 
0.000046 0.009898 0.002071 0.003147 0.704991 
0.000046 0.000560 0.001213 0.001371 0.822007 
0.000154 0.759654 0.016828 0.000424 0.001467 
0.002425 0.000770 0.760916 0.056837 0.000597 
0.000401 0.004562 0.012488 0.634281 0.060317 
0.645760 0.000839 0.002899 0.019220 0.013112 
0.001219 0.021861 0.720871 0.016677 0.006609 
0.655154 0.003297 0.013959 0.016041 0.037389 
0.000154 0.632978 0.000465 0.000504 0.000686 
0.000046 0.001985 0.000526 0.004815 0.815881 
0.000142 0.018594 0.006367 0.630979 0.008443 
0.000177 0.649565 0.003362 0.004548 0.001145 
0.001219 0.024008 0.765376 0.020608 0.002443 
0.000046 0.000785 0.009851 0.000276 0.768564 
0.000325 0.005365 0.001576 0.643491 0.036569 
0.637390 0.025644 0.060647 0.002312 0.048046 
0.680443 0.017348 0.004259 0.009665 0.000056 
0.001201 0.032823 0.728469 0.004476 0.043109 
0.000163 0.003491 0.003026 0.641133 0.014496 
0.000223 0.000923 0.010239 0.003700 0.709589 
0.000003 0.632719 0.002221 0.000842 0.002295 
0.000129 0.021751 0.016880 0.642374 0.044304 
0.666742 0.011299 0.021927 0.002866 0.041999 
0.000003 0.599742 0.000488 0.007435 0.000664 
0.001503 0.001588 0.722953 0.004373 0.004336 
0.000466 0.000827 0.001114 0.001111 0.796493 
0.000149 0.033286 0.001615 0.632945 0.076292 
0.000224 0.010248 0.005156 0.002833 0.768175 
0.000003 0.755535 0.000354 0.001299 0.000487 
0.000459 0.003377 0.757378 0.043979 0.003355 
0.687150 0.083114 0.020174 0.012792 0.028303 
0.000102 0.001921 0.729287 0.048422 0.004196 
0.000149 0.022446 0.013632 0.638236 0.043566 
0.000224 0.003881 0.001055 0.003184 0.791194 
0.000143 0.628516 0.000156 0.002327 0.001332 
0.668138 0.035261 0.008377 0.000667 0.032268 
0.000222 0.001286 0.000864 0.007778 0.727702 
0.000477 0.653650 0.004306 0.002365 0.000227 
0.606706 0.031361 0.068380 0.001950 0.024213 
0.000102 0.004908 0.758985 0.009470 0.016403 
0.000034 0.001029 0.000426 0.594924 0.027830 
0.000102 0.007557 0.749287 0.019348 0.000728 
0.000397 0.001628 0.006381 0.020045 0.711732 
0.000034 0.027590 0.019158 0.620004 0.061669 
0.000341 0.616576 0.002132 0.000113 0.000490 
0.698487 0.065640 0.053848 0.000206 0.044529 
0.000495 0.595492 0.002562 0.011403 0.000968 
0.000147 0.005779 0.765172 0.000019 0.014115 
0.000034 0.015733 0.014841 0.635585 0.031992 
0.000397 0.002342 0.011418 0.019953 0.710450 
0.671300 0.081397 0.001692 0.003879 0.073402 
0.000034 0.031682 0.022826 0.639755 0.031177 
0.001141 0.737994 0.000959 0.000260 0.000854 
0.001858 0.011934 0.763834 0.000646 0.004580 
0.000289 0.002676 0.011893 0.001013 0.791636 
0.679289 0.004281 0.065036 0.009791 0.043411 
0.000289 0.009765 0.001384 0.018535 0.744288 
0.000100 0.002623 0.737241 0.007039 0.002388 
0.000034 0.004040 0.023732 0.612077 0.012356 
0.700365 0.104260 0.008531 0.003152 0.016335 
0.000446 0.591323 0.005269 0.000163 0.002167 
0.000100 0.029086 0.715977 0.000959 0.048425 
0.655510 0.093122 0.075815 0.017707 0.000335 
0.000185 0.000125 0.001007 0.001306 0.740256 
0.000159 0.000832 0.000134 0.590321 0.053376 
0.000365 0.724531 0.019783 0.010396 0.001930 
0.000122 0.004242 0.003788 0.633576 0.003050 
0.000408 0.681615 0.001597 0.000926 0.000656 
0.000185 0.000980 0.027002 0.005592 0.761621 
0.676163 0.078058 0.006077 0.023024 0.005831 
0.000100 0.011773 0.733588 0.002599 0.001257 
0.000093 0.700356 0.001542 0.002298 0.000758 
0.000296 0.001483 0.007225 0.637749 0.068336 
0.000315 0.001010 0.003250 0.001337 0.822376 
0.000122 0.003072 0.749656 0.023352 0.091091 
0.662031 0.042535 0.036242 0.021491 0.002711 
0.000315 0.000368 0.001570 0.002937 0.812041 
0.000023 0.000868 0.717351 0.000738 0.012632 
0.000167 0.028274 0.008985 0.629938 0.041221 
0.000543 0.700770 0.000259 0.007226 0.000722 
0.687818 0.051710 0.008536 0.018386 0.012073 
0.000308 0.010476 0.000100 0.643397 0.049119 
0.000033 0.709566 0.005920 0.006830 0.000960 
0.000115 0.006048 0.739619 0.013022 0.001015 
0.000315 0.000749 0.001552 0.000780 0.767304 
0.647936 0.041631 0.013396 0.017120 0.023617 
0.000033 0.703874 0.015043 0.001696 0.001426 
0.000315 0.005060 0.000745 0.002801 0.791721 
0.000235 0.029940 0.001930 0.615994 0.004935 
0.671201 0.095615 0.003390 0.001523 0.002265 
0.000152 0.002609 0.734654 0.056050 0.036917 
0.000482 0.030347 0.014931 0.640531 0.061160 
0.000040 0.014122 0.752474 0.000663 0.005814 
0.681980 0.092487 0.015534 0.007782 0.007721 
0.000033 0.728497 0.000583 0.001008 0.001354 
0.000379 0.000697 0.001291 0.015431 0.750117 
0.000365 0.027038 0.708568 0.012023 0.005639 
0.000027 0.000045 0.011587 0.602664 0.008315 
0.000379 0.003335 0.004172 0.000645 0.776614 
0.000036 0.668963 0.003426 0.002248 0.000704 
0.682866 0.083264 0.021108 0.013762 0.040181 
0.000276 0.005917 0.004303 0.013105 0.722044 
0.671444 0.001006 0.082187 0.002599 0.029028 
0.000635 0.602859 0.001378 0.002399 0.001516 
0.000027 0.016541 0.022915 0.637647 0.003388 
0.000153 0.039801 0.751647 0.004497 0.052362 
0.000296 0.593696 0.000980 0.000191 0.000042 
0.000065 0.003115 0.003672 0.007166 0.753824 
0.001080 0.001852 0.745099 0.005482 0.001339 
0.687548 0.004447 0.039164 0.009055 0.044652 
0.000071 0.028869 0.014467 0.602824 0.026790 
0.000698 0.013631 0.712122 0.033707 0.001559 
0.000133 0.003210 0.025038 0.640117 0.035077 
0.000065 0.003822 0.003780 0.010409 0.771396 
0.000405 0.654482 0.000636 0.001503 0.001180 
0.695481 0.089107 0.053027 0.000018 0.019386 
0.000970 0.661498 0.003638 0.002125 0.000936 
0.000133 0.032721 0.007027 0.610024 0.007472 
0.001163 0.002821 0.735211 0.012800 0.077058 
0.000065 0.004083 0.010958 0.001970 0.815334 
0.664981 0.084215 0.000335 0.011763 0.046793 
0.000106 0.040470 0.021312 0.605771 0.022898 
0.000686 0.628589 0.000390 0.001073 0.000913 
0.001223 0.004634 0.747758 0.013836 0.019994 
0.000065 0.000623 0.010699 0.002906 0.710538 
0.689123 0.048101 0.017591 0.003873 0.048819 
0.000425 0.733290 0.003060 0.004511 0.003993 
0.000075 0.036501 0.018721 0.593762 0.000082 
0.001312 0.000366 0.746517 0.000450 0.014621 
0.000065 0.002591 0.004963 0.013671 0.789664 
0.704363 0.055263 0.004011 0.007410 0.013399 
0.000392 0.003853 0.706160 0.019799 0.000302 
0.683014 0.100396 0.015195 0.000524 0.041404 
0.000065 0.002266 0.002152 0.010719 0.806599 
0.000075 0.019694 0.002769 0.602542 0.065430 
0.001028 0.699539 0.003141 0.002377 0.000096 
0.001028 0.721026 0.000130 0.002858 0.001055 
0.000075 0.024147 0.021150 0.640431 0.073999 
0.000365 0.002773 0.761007 0.028596 0.011037 
0.000092 0.001396 0.004137 0.000400 0.772609 
0.677181 0.093174 0.020128 0.006949 0.023700 
0.000000 0.007625 0.764594 0.022269 0.071686 
0.000198 0.001886 0.029458 0.000142 0.741171 
0.000075 0.003324 0.001093 0.634531 0.064608 
0.000631 0.688835 0.002091 0.000057 0.001244 
0.685509 0.013929 0.019749 0.001723 0.001712 
0.000631 0.644536 0.002141 0.001078 0.000453 
0.000075 0.025833 0.015439 0.604457 0.052714 
0.000234 0.000503 0.005391 0.016108 0.823716 
0.673450 0.001486 0.003880 0.000018 0.007193 
0.001031 0.022436 0.703428 0.021111 0.002814 
0.000234 0.000985 0.003463 0.017883 0.724975 
0.000707 0.717361 0.001438 0.000515 0.001129 
0.000075 0.009482 0.017460 0.640635 0.004721 
0.000082 0.021729 0.754558 0.000371 0.078685 
0.629233 0.003516 0.068487 0.011747 0.008971 
0.000553 0.603740 0.003805 0.003861 0.001600 
0.000082 0.000142 0.761676 0.002665 0.089577 
0.000152 0.030953 0.021428 0.634915 0.076063 
0.000234 0.005895 0.001791 0.000003 0.750420 
0.654940 0.080315 0.051685 0.015761 0.007238 
0.000161 0.008207 0.751489 0.006943 0.000640 
0.000003 0.002909 0.026078 0.019806 0.770239 
0.000194 0.695627 0.001462 0.002455 0.001917 
0.705462 0.055472 0.000721 0.008492 0.012070 
0.000152 0.006674 0.018385 0.601388 0.074259 
0.000194 0.629437 0.000201 0.000031 0.000729 
0.001593 0.004788 0.741487 0.022184 0.013287 
0.000003 0.001854 0.008829 0.003396 0.702747 
0.000537 0.010357 0.005103 0.639036 0.112464 
0.663490 0.034460 0.030127 0.019788 0.000438 
0.000525 0.011097 0.018779 0.638453 0.111864 
0.000033 0.002323 0.026343 0.011280 0.766931 
0.002070 0.002463 0.732714 0.001139 0.001029 
0.000194 0.668596 0.000035 0.000778 0.000634 
0.702159 0.093739 0.009604 0.013200 0.004394 
0.000760 0.002373 0.736932 0.009764 0.008109 
0.000136 0.023176 0.023786 0.628399 0.018356 
0.000033 0.001889 0.001965 0.014896 0.723374 
0.000194 0.748614 0.001395 0.003129 0.000679 
0.631496 0.065755 0.046662 0.000642 0.046674 
0.001340 0.015003 0.712653 0.021755 0.002615 
0.682963 0.102055 0.000694 0.003473 0.001409 
0.000033 0.000111 0.001054 0.009314 0.811343 
0.000682 0.608897 0.003101 0.000019 0.006177 
0.000136 0.005548 0.020838 0.642354 0.003442 
0.000803 0.004756 0.713717 0.005567 0.008176 
0.675916 0.054091 0.001648 0.001881 0.019258 
0.000136 0.016392 0.004008 0.634897 0.039220 
0.000033 0.000205 0.019517 0.002176 0.817796 
0.000682 0.743809 0.024770 0.015462 0.001649 
0.000006 0.001516 0.713791 0.006652 0.006226 
0.000018 0.003832 0.009991 0.001183 0.798317 
0.000338 0.744254 0.002545 0.000980 0.001063 
0.000537 0.018778 0.004961 0.643663 0.059743 
0.667323 0.046640 0.001666 0.018800 0.015890 
0.001205 0.721307 0.003866 0.001029 0.003061 
0.687885 0.037279 0.071073 0.000778 0.002319 
0.000125 0.007239 0.749689 0.025187 0.067260 
0.000018 0.003064 0.009963 0.007152 0.755896 
0.000103 0.001642 0.001593 0.594086 0.044409 
0.000160 0.004469 0.019303 0.601562 0.056286 
0.000018 0.000513 0.000202 0.002203 0.694022 
0.700472 0.059921 0.060491 0.002037 0.021144 
0.000750 0.019301 0.747439 0.017763 0.047479 
0.000319 0.683032 0.002691 0.001272 0.001723 
0.001528 0.020144 0.766368 0.000658 0.007359 
0.000160 0.011282 0.011238 0.628600 0.029121 
0.000390 0.666077 0.002727 0.003052 0.001435 
0.000018 0.000050 0.001993 0.024773 0.715845 
0.686894 0.074795 0.031280 0.000629 0.009958 
0.000484 0.000562 0.004020 0.003830 0.707440 
0.000009 0.598179 0.002698 0.002294 0.004265 
0.000084 0.018087 0.024518 0.643329 0.095535 
0.001335 0.004206 0.767419 0.009911 0.000259 
0.657208 0.080130 0.007361 0.010192 0.037352 
0.000507 0.000741 0.001494 0.000788 0.723739 
0.001396 0.020086 0.748618 0.021422 0.009641 
0.664171 0.014012 0.012741 0.002246 0.035410 
0.000034 0.590212 0.001010 0.003086 0.000385 
0.000084 0.022374 0.008307 0.640658 0.095694 
0.000084 0.004420 0.016872 0.608863 0.069498 
0.000252 0.001195 0.006532 0.013352 0.815598 
0.633137 0.043009 0.019981 0.006792 0.034268 
0.000034 0.670941 0.002477 0.000345 0.000715 
0.000397 0.002897 0.742253 0.009513 0.010284 
0.000034 0.647348 0.002179 0.000170 0.001963 
0.000157 0.001988 0.007416 0.001637 0.823565 
0.000159 0.010433 0.756760 0.033091 0.018973 
0.659625 0.003977 0.061330 0.002620 0.001046 
0.000367 0.034641 0.001735 0.600422 0.058927 
0.000034 0.675957 0.000513 0.006296 0.000740 
0.676416 0.026397 0.017823 0.014167 0.039138 
0.000367 0.005446 0.002516 0.611572 0.032776 
0.000157 0.003783 0.003015 0.000576 0.785764 
0.001210 0.002761 0.756860 0.010262 0.001455 
0.000157 0.001922 0.002542 0.017728 0.705336 
0.000034 0.663021 0.001270 0.002478 0.000405 
0.000639 0.029430 0.744041 0.001368 0.003488 
0.000367 0.010733 0.009539 0.619298 0.047718 
