n_e(s,d) n_t(s) n_r(s) n elt_1 elt_2
4.104478 2.000000 0.000000 6 1 2
3.731343 4.000000 0.000000 6 1 3
4.104478 2.000000 0.000000 6 1 4
3.358209 3.000000 0.000000 6 1 5
1.454545 3.000000 0.000000 6 2 3
1.818182 4.000000 0.000000 6 2 4
2.545455 0.000000 0.000000 6 2 5
1.090909 2.000000 0.000000 6 3 4
2.909091 1.000000 0.000000 6 3 5
2.909091 2.000000 0.000000 6 4 5
2.238806 1.000000 0.000000 5 1 2
2.611940 4.000000 0.000000 5 1 3
2.985075 3.000000 0.000000 5 1 4
2.611940 2.000000 0.000000 5 1 5
1.090909 2.000000 0.000000 5 2 3
0.727273 1.000000 0.000000 5 2 4
2.181818 0.000000 0.000000 5 2 5
3.636364 3.000000 0.000000 5 3 4
2.545455 2.000000 0.000000 5 3 5
2.181818 1.000000 0.000000 5 4 5
2.985075 1.000000 0.000000 5 1 2
4.104478 3.000000 0.000000 5 1 3
2.985075 2.000000 0.000000 5 1 4
2.985075 1.000000 0.000000 5 1 5
3.636364 1.000000 0.000000 5 2 3
2.181818 3.000000 0.000000 5 2 4
2.181818 1.000000 0.000000 5 2 5
4.727273 2.000000 0.000000 5 3 4
1.818182 2.000000 0.000000 5 3 5
1.454545 1.000000 0.000000 5 4 5
4.104478 1.000000 0.000000 5 1 2
3.731343 1.000000 0.000000 5 1 3
4.477612 2.000000 0.000000 5 1 4
1.865672 1.000000 0.000000 5 1 5
4.363636 1.000000 0.000000 5 2 3
4.727273 1.000000 0.000000 5 2 4
4.000000 1.000000 0.000000 5 2 5
4.727273 2.000000 0.000000 5 3 4
2.909091 1.000000 0.000000 5 3 5
3.636364 1.000000 0.000000 5 4 5
2.985075 1.000000 0.000000 6 1 2
3.731343 1.000000 0.000000 6 1 3
2.611940 3.000000 0.000000 6 1 4
3.358209 4.000000 0.000000 6 1 5
4.727273 1.000000 0.000000 6 2 3
2.181818 2.000000 0.000000 6 2 4
2.181818 2.000000 0.000000 6 2 5
1.090909 2.000000 0.000000 6 3 4
